number,value,params_dino_pipeline.clustering.clusterer.method,params_dino_pipeline.clustering.clusterer.n_neighbors,params_dino_pipeline.clustering.feature_processing.normalizer.method,params_dino_pipeline.clustering.feature_processing.reducer.method,params_dino_pipeline.clustering.feature_processing.reducer.n_components,params_dino_pipeline.clustering.feature_processing.run_normalization,params_dino_pipeline.clustering.feature_processing.run_reduction,params_dino_pipeline.clustering.k_selection.method,params_extractors.clip.layer_name,params_extractors.clip.model_name,params_extractors.dino_v2.layer_name,params_extractors.dino_v2.model_name,params_extractors.resnet.layer_name,params_extractors.resnet.model_name,params_fusion_pipeline.clustering.k_selection.k_source,params_heuristic_settings.filter_params.filter_min_area_perc,params_heuristic_settings.filter_params.nms_iou_threshold,params_heuristic_settings.filter_params.use_nms,params_heuristic_settings.generator_params.min_mask_region_area,params_heuristic_settings.generator_params.points_per_side,params_heuristic_settings.generator_params.pred_iou_thresh,params_heuristic_settings.generator_params.stability_score_thresh,params_heuristic_settings.k_heuristic_formulas.max_k,params_heuristic_settings.k_heuristic_formulas.semantic_base,params_heuristic_settings.k_heuristic_formulas.semantic_scale_factor,params_heuristic_settings.k_heuristic_formulas.structural_multiplier,params_heuristic_settings.sam_model,params_labeler.aggregation_method,params_labeler.aggregation_top_k_perc,params_labeler.top_n_labels,params_resnet_pipeline.clustering.clusterer.method,params_resnet_pipeline.clustering.clusterer.n_neighbors,params_resnet_pipeline.clustering.feature_processing.normalizer.method,params_resnet_pipeline.clustering.feature_processing.reducer.method,params_resnet_pipeline.clustering.feature_processing.reducer.n_components,params_resnet_pipeline.clustering.feature_processing.run_normalization,params_resnet_pipeline.clustering.feature_processing.run_reduction,params_resnet_pipeline.clustering.k_selection.method,params_resnet_pipeline.image_preprocessing.blur_kernel_size,params_resnet_pipeline.image_preprocessing.clahe_clip_limit,params_resnet_pipeline.image_preprocessing.sobel_kernel_size,params_resnet_pipeline.image_preprocessing.use_clahe,params_resnet_pipeline.image_preprocessing.use_gaussian_blur,params_resnet_pipeline.image_preprocessing.use_grayscale,params_resnet_pipeline.image_preprocessing.use_sobel_edges,params_run_dino_pipeline,params_run_fusion_pipeline,params_run_resnet_pipeline,params_validator_settings.final_threshold,params_validator_settings.semantic_threshold,params_validator_settings.structural_threshold,params_validator_settings.weights.clip_confidence,params_validator_settings.weights.dino_iou,params_validator_settings.weights.resnet_iou,state,user_attrs_error,user_attrs_max_clip_confidence,user_attrs_num_correct_segments
853,0.0,graph,40,l2,umap,58,False,True,silhouette,transformer.resblocks.10,ViT-B/32,blocks.7,dinov2_vitb14,layer1,resnet50,semantic,0.0018486743652270001,0.6821957915004009,False,200,32,0.9662923893160869,0.9230196897672572,26,2,1.0543476247679546,2.3756212159619947,facebook/sam2-hiera-large,top_k_mean,0.11583394000646777,3,graph,39,l2,umap,41,True,False,silhouette,5.0,1.2351150204177759,5,False,True,False,True,False,True,False,0.5102981972730349,0.613787928440329,0.4860482775330383,0.45882418235329553,0.9447337278499685,0.9995361286177908,COMPLETE,,0.0,0
854,0.0,graph,37,root-norm,svd,39,True,False,heuristic,transformer.resblocks.11,ViT-B/32,blocks.4,dinov2_vitb14,layer3,resnet50,semantic,0.0025524812829222825,0.6613856227765822,True,100,16,0.9122329195127526,0.9289551270378246,28,4,0.5277599767962985,1.501857492851669,facebook/sam2-hiera-large,mean,0.14073395660847565,5,graph,33,z-score,pca,61,False,True,heuristic,,1.8250036582188327,3,True,False,True,False,True,False,True,0.6328739255774588,0.6419204410357913,0.7339696908114474,0.4074858436849951,0.2135085543807228,0.6449572420587647,COMPLETE,,0.0,0
855,0.0,graph,38,z-score,pca,45,True,True,silhouette,transformer.resblocks.9,ViT-B/32,blocks.11,dinov2_vitb14,layer2,resnet50,structural,0.003912759524173362,0.6160669744606366,False,50,8,0.8311654662144039,0.9363648574554075,26,3,0.6308112224315054,2.962086482890153,facebook/sam2-hiera-large,median,0.16736166688219797,3,kmeans,32,z-score,umap,16,True,True,silhouette,3.0,1.9825037717901726,5,False,True,False,False,True,True,False,0.5470493572472465,0.4334825535451368,0.5817249186979007,0.6054358777173353,0.7288818196870455,0.245595384502232,COMPLETE,,0.0,0
856,0.0,kmeans,32,l2,svd,26,False,True,heuristic,transformer.resblocks.11,ViT-B/32,blocks.11,dinov2_vitb14,conv1,resnet50,semantic,0.0011402160187067997,0.8051437263478236,False,200,32,0.8481279810902883,0.918504919324241,19,3,0.8610433216680934,2.840602433558256,facebook/sam2-hiera-large,mean,0.15977298130099157,5,graph,30,z-score,umap,22,False,False,heuristic,5.0,3.0228181472633384,3,True,True,True,True,False,True,True,0.7260298197108898,0.7306419775603019,0.6932908792929444,0.20684852138965462,0.8184477124016173,0.4663865820418837,COMPLETE,,0.0,0
857,0.0,graph,30,z-score,pca,27,True,False,heuristic,transformer.resblocks.10,ViT-B/32,blocks.4,dinov2_vitb14,layer3,resnet50,structural,0.007181852305652584,0.8496740752684243,True,100,16,0.9348303424552294,0.9576024231606974,25,4,1.1652879743478135,2.3091950494874083,facebook/sam2-hiera-large,mean,0.4099144349056921,3,kmeans,39,root-norm,pca,62,True,True,silhouette,3.0,2.5361437222089496,5,False,True,False,False,True,False,False,0.593982042942523,0.7251036631685656,0.6080974715203671,0.43242017471079314,0.5677910484334396,0.7788045159202871,COMPLETE,,0.0,0
858,0.0,graph,35,z-score,svd,59,False,True,silhouette,transformer.resblocks.11,ViT-B/32,blocks.11,dinov2_vitb14,layer4,resnet50,semantic,0.00153909940950913,0.7183110365697603,False,50,8,0.8941029338476622,0.9652937009501394,22,3,0.8199974654480748,2.5331610859586466,facebook/sam2-hiera-large,top_k_mean,0.3454816234903744,5,graph,36,l2,svd,17,False,False,heuristic,,3.9585686638376787,3,True,False,False,True,False,True,True,0.7880624852759921,0.5118240126550548,0.5394803980399057,0.03925802528184493,0.5188003077286617,0.5826933158388121,COMPLETE,,0.0,0
859,0.0,graph,26,l2,umap,18,True,False,heuristic,transformer.resblocks.10,ViT-B/32,blocks.7,dinov2_vitb14,layer1,resnet50,semantic,0.005114500831124778,0.8290236701905898,True,200,32,0.9628612958532587,0.9017624202888482,24,3,1.0372922365465775,2.627572784787035,facebook/sam2-hiera-large,mean,0.4204480252350734,3,kmeans,28,z-score,umap,64,False,True,silhouette,7.0,3.3658721823352518,5,True,True,True,False,True,False,False,0.5229670981803406,0.6632357201503529,0.6787500658713134,0.0639397278847727,0.6875961659458015,0.8956674008315364,COMPLETE,,0.0,0
844,0.0,graph,19,l2,svd,32,True,True,heuristic,transformer.resblocks.11,ViT-B/32,blocks.11,dinov2_vitb14,layer3,resnet50,semantic,0.008940403727904238,0.708269830244442,True,100,16,0.8114330970311613,0.9330754124699617,24,3,0.8059267663112508,2.554562472473115,facebook/sam2-hiera-large,median,0.23182444465893068,5,graph,40,z-score,pca,20,True,True,silhouette,7.0,1.9380950479835568,5,False,True,True,False,True,True,False,0.5868412813230324,0.6771943406654799,0.6585196240348172,0.38531663477804307,0.7491681296351816,0.959860838092839,COMPLETE,,0.0,0
845,0.0,graph,31,z-score,pca,29,True,False,silhouette,transformer.resblocks.10,ViT-B/32,blocks.4,dinov2_vitb14,layer1,resnet50,structural,0.0012894577643420048,0.6288810295801197,False,200,32,0.8882772048498659,0.9383775930189642,29,4,0.8974914803452797,2.595535655922464,facebook/sam2-hiera-large,mean,0.20177314626698137,3,graph,27,z-score,umap,60,False,False,heuristic,5.0,1.5619061405799897,3,True,True,False,True,True,False,True,0.6802332855155687,0.7138175587870665,0.5722148836415336,0.3337363996934626,0.4863374611619962,0.13970629228723347,COMPLETE,,0.0,0
846,0.0,graph,37,z-score,svd,53,False,True,heuristic,transformer.resblocks.11,ViT-B/32,blocks.11,dinov2_vitb14,layer3,resnet50,semantic,0.004700489949214797,0.6003765206030005,False,50,8,0.9524197177486545,0.9452445832800642,25,3,0.6934848792575292,1.9078715196870326,facebook/sam2-hiera-large,mean,0.2617911385878203,5,kmeans,29,root-norm,svd,50,True,True,silhouette,,1.0908359629575883,5,False,False,False,False,False,True,False,0.6466411180615099,0.5716457497120178,0.7029675591038287,0.13315362394729852,0.8044056430690791,0.3814455904663127,COMPLETE,,0.0,0
847,0.0,graph,36,l2,umap,37,True,False,heuristic,transformer.resblocks.10,ViT-B/32,blocks.4,dinov2_vitb14,layer2,resnet50,semantic,0.005683527608002243,0.7734868878675918,True,100,32,0.8651166523964788,0.9203768974647952,27,2,1.199772285861567,2.7425953545993553,facebook/sam2-hiera-large,top_k_mean,0.3715646145598352,3,graph,37,z-score,umap,30,False,True,heuristic,3.0,2.165119046295307,3,True,True,True,False,True,False,True,0.689812674593881,0.5853415938960247,0.4652815129919596,0.6703152597906405,0.9808933558610988,0.9254807758828206,COMPLETE,,0.0,0
848,0.0,kmeans,18,z-score,pca,40,False,True,silhouette,transformer.resblocks.11,ViT-B/32,blocks.7,dinov2_vitb14,layer3,resnet50,structural,0.007633732043932996,0.6559714672742917,False,200,16,0.9023345985930857,0.915861790070901,30,3,0.9146767410696691,2.447997412185905,facebook/sam2-hiera-large,mean,0.13075678459283452,3,kmeans,32,l2,pca,36,True,False,silhouette,5.0,3.1279761683556813,5,False,True,False,True,False,True,False,0.5325215100311469,0.46647310448233803,0.6504425841049571,0.5302390013860668,0.6161963194996593,0.8724544150222384,COMPLETE,,0.0,0
849,0.0,graph,10,root-norm,svd,36,True,True,heuristic,transformer.resblocks.9,ViT-B/32,blocks.11,dinov2_vitb14,conv1,resnet50,semantic,0.004145690879070862,0.7561442233047689,True,50,8,0.8793419769072741,0.9406849589730005,29,4,0.6027717751213839,1.5493730519431863,facebook/sam2-hiera-large,median,0.10015421735468663,5,graph,35,z-score,umap,27,False,True,heuristic,3.0,3.2371893536809653,5,True,True,True,False,True,True,True,0.74026928077944,0.6493958775624252,0.44128609721655854,0.35319833319498606,0.7049991173227447,0.07045547493807067,COMPLETE,,0.0,0
850,0.0,graph,14,l2,svd,62,True,False,silhouette,transformer.resblocks.11,ViT-B/32,blocks.11,dinov2_vitb14,layer1,resnet50,structural,0.00701224036944151,0.733954996963074,False,200,32,0.8423750938997253,0.907044753870337,23,3,0.6533751570127828,1.6585357669097935,facebook/sam2-hiera-large,mean,0.17489916371229672,3,kmeans,38,z-score,pca,47,False,False,silhouette,,4.173719975768483,3,True,False,False,True,True,False,False,0.6051630980913607,0.6682093859330416,0.4162671559936712,0.5077037970108987,0.8320790198528873,0.29055567551473716,COMPLETE,,0.0,0
851,0.0,graph,31,z-score,pca,20,False,True,heuristic,transformer.resblocks.10,ViT-B/32,blocks.4,dinov2_vitb14,layer4,resnet50,semantic,0.006664722504783459,0.7252425173458066,False,100,16,0.8197436651219754,0.9481669749359041,15,3,0.939456565279398,2.164800389466303,facebook/sam2-hiera-large,mean,0.3057147598225982,5,graph,40,root-norm,umap,63,True,True,heuristic,7.0,3.6888706832658396,5,False,True,False,False,False,True,True,0.7117617312857575,0.741954314124066,0.42688540626291294,0.1688044897585438,0.45458596433637316,0.8188531260133531,COMPLETE,,0.0,0
836,0.0,graph,37,z-score,svd,64,False,True,silhouette,transformer.resblocks.11,ViT-B/32,blocks.11,dinov2_vitb14,layer4,resnet50,semantic,0.006541769237796101,0.7027384067448581,False,200,32,0.8389268049832549,0.9511334300105577,21,2,1.0767979061360236,2.8936432690973155,facebook/sam2-hiera-large,mean,0.3918530487649788,3,graph,14,root-norm,svd,35,False,True,heuristic,7.0,2.3308707704767864,3,True,True,False,False,False,True,True,0.6651138489321667,0.7358256132778798,0.6898670476582327,0.02576195614387898,0.4335343477321477,0.7119718415512446,COMPLETE,,0.0,0
837,0.0,graph,12,l2,umap,55,True,False,heuristic,transformer.resblocks.11,ViT-B/32,blocks.7,dinov2_vitb14,layer1,resnet50,semantic,0.0033924406241006393,0.8106404426303422,True,50,8,0.8760569809380425,0.9799793267351207,27,4,0.8765793420952022,2.655031120274565,facebook/sam2-hiera-large,top_k_mean,0.2849478937772295,5,kmeans,26,l2,umap,55,True,False,silhouette,,3.5023641478370235,5,False,False,True,True,True,False,False,0.7356692695543808,0.505000285418432,0.5246918083546165,0.16260779808655446,0.3877494124884153,0.9105742524057987,COMPLETE,,0.0,0
838,0.0,graph,40,root-norm,svd,50,True,True,silhouette,transformer.resblocks.10,ViT-B/32,blocks.11,dinov2_vitb14,layer3,resnet50,structural,0.0024073097827483963,0.7851337638550546,False,100,16,0.9562169777979594,0.9267276682127815,30,3,0.9600269267003502,1.757553091415308,facebook/sam2-hiera-large,median,0.451452360025752,3,graph,23,z-score,pca,59,False,True,heuristic,5.0,2.4405434340446845,3,True,True,False,False,True,True,True,0.579503801835685,0.5398456186016787,0.7264093299788609,0.5833116214730142,0.6323076090174357,0.8006743900254621,COMPLETE,,0.0,0
839,0.0,kmeans,38,z-score,pca,24,False,True,heuristic,transformer.resblocks.9,ViT-B/32,blocks.4,dinov2_vitb14,layer2,resnet50,semantic,0.004396063910154265,0.7493683793395324,False,200,32,0.9701443703232973,0.9535363902700069,23,4,1.1391953994993382,2.279047372800389,facebook/sam2-hiera-large,mean,0.12191602128312036,5,kmeans,38,z-score,umap,23,True,True,silhouette,3.0,2.2231848458560832,5,True,True,True,False,False,True,False,0.617855651984216,0.7046566686044516,0.5922135761934988,0.9307574422257499,0.9118631123565801,0.6755060890703409,COMPLETE,,0.0,0
840,0.0,graph,21,z-score,svd,57,True,False,heuristic,transformer.resblocks.11,ViT-B/32,blocks.11,dinov2_vitb14,layer3,resnet50,structural,0.007466711159083057,0.6978832791222129,True,50,8,0.8719915395818244,0.9621753334705069,22,3,0.8411096352826377,2.0381510695277774,facebook/sam2-hiera-large,mean,0.4737499916509216,3,graph,10,root-norm,umap,44,False,False,heuristic,3.0,3.188093720019201,5,False,True,False,True,True,False,True,0.6969830867231188,0.5533000749254432,0.5545407963812099,0.4817695112688474,0.7801183899307687,0.22324441465629186,COMPLETE,,0.0,0
841,0.0,graph,16,l2,pca,17,False,True,silhouette,transformer.resblocks.10,ViT-B/32,blocks.4,dinov2_vitb14,layer1,resnet50,semantic,0.0036426326469299504,0.6445647142562309,False,100,16,0.9309845466487046,0.9428635991116325,28,2,1.186478774483698,1.7125667320477138,facebook/sam2-hiera-large,mean,0.3998806293773004,5,kmeans,19,z-score,svd,57,False,True,silhouette,,2.9430204702409695,3,True,False,False,False,False,True,False,0.5676844940859348,0.635578352315855,0.4565196869921307,0.24625353599872157,0.35739308045783513,0.30557446273750194,COMPLETE,,0.0,0
842,0.0,graph,22,z-score,svd,47,True,False,heuristic,transformer.resblocks.11,ViT-B/32,blocks.11,dinov2_vitb14,conv1,resnet50,semantic,0.009703979507354132,0.8459877284753244,True,200,32,0.9798429791865498,0.9688549903626187,20,4,1.001241664942496,2.34724930282127,facebook/sam2-hiera-large,top_k_mean,0.2516271070899651,3,graph,30,l2,pca,18,True,False,heuristic,5.0,2.8311464318496355,5,False,True,True,True,True,False,True,0.771187215411732,0.5604851655791016,0.6133843187079189,0.21912960762997713,0.3177812168767523,0.9817683105662773,COMPLETE,,0.0,0
843,0.0,kmeans,25,root-norm,umap,61,False,True,silhouette,transformer.resblocks.9,ViT-B/32,blocks.7,dinov2_vitb14,layer4,resnet50,structural,0.002111699443090833,0.7915310243825121,False,50,8,0.8524224345348688,0.9092987462354181,26,3,0.9752612846442605,2.2203314289471066,facebook/sam2-hiera-large,mean,0.15233971367271992,3,kmeans,36,z-score,umap,45,False,True,silhouette,3.0,1.7523454557235376,3,True,True,False,False,False,True,False,0.7593547531630952,0.4000421215081046,0.6341625180417478,0.18648430179377745,0.6583469748145547,0.516810850493899,COMPLETE,,0.0,0
60,0.0,kmeans,10,l2,pca,19,True,True,heuristic,transformer.resblocks.9,ViT-B/32,blocks.7,dinov2_vitb14,layer1,resnet50,semantic,0.0035049103150451262,0.730573858332928,False,200,8,0.8552939065254351,0.9328812715797955,22,4,0.7546930688334681,2.5697472560568904,facebook/sam2-hiera-large,median,0.1868094012472737,3,kmeans,38,l2,umap,29,True,False,heuristic,3.0,3.5806756463776748,3,False,True,False,True,True,True,False,0.575601562342206,0.6910136897554623,0.6572369130070548,0.17002599738453755,0.9029256596934618,0.7365523190447523,COMPLETE,,0.0,0
61,0.0,graph,31,z-score,pca,58,True,False,heuristic,transformer.resblocks.10,ViT-B/32,blocks.7,dinov2_vitb14,layer1,resnet50,semantic,0.008072448372785182,0.6047178124076065,True,200,8,0.902299940137275,0.9015922586631063,20,4,1.04902527486063,1.5883747194293139,facebook/sam2-hiera-large,mean,0.31024071734227704,3,kmeans,17,z-score,svd,21,False,True,heuristic,7.0,1.6811917935460206,3,True,True,False,False,True,False,False,0.527687139892313,0.6465981362427715,0.4285302959285699,0.6170789661475761,0.1682504738386271,0.13850707245884428,COMPLETE,,0.0,0
62,0.0,graph,34,z-score,pca,62,True,False,heuristic,transformer.resblocks.10,ViT-B/32,blocks.7,dinov2_vitb14,layer1,resnet50,semantic,0.009457458731061378,0.6831230182620713,True,200,8,0.9292702814337432,0.9035131363959521,24,4,0.9363395399706375,1.7254894545909267,facebook/sam2-hiera-large,mean,0.3770973530976792,3,kmeans,24,z-score,svd,64,False,True,heuristic,7.0,1.141119913902605,3,True,True,False,False,True,False,False,0.6202044813358963,0.7372745506620378,0.41475734981094803,0.5897688114807487,0.27213761987796115,0.4405492807742901,COMPLETE,,0.0,0
63,0.0,graph,38,z-score,pca,53,True,False,heuristic,transformer.resblocks.10,ViT-B/32,blocks.7,dinov2_vitb14,layer1,resnet50,semantic,0.0065425712143441376,0.7606105703171298,True,200,8,0.8953151693601763,0.915390524203939,22,4,0.8270518009325851,2.9965544206077666,facebook/sam2-hiera-large,mean,0.40665975017474626,3,kmeans,10,z-score,svd,25,False,True,heuristic,7.0,1.3801858363628512,3,True,True,False,False,True,False,False,0.5391757854762099,0.5515366632889283,0.46802002671421145,0.6544333085077069,0.18787644426195285,0.8882747045796798,COMPLETE,,0.0,0
