number,value,params_dino_pipeline.clustering.clusterer.method,params_dino_pipeline.clustering.clusterer.n_neighbors,params_dino_pipeline.clustering.feature_processing.normalizer.method,params_dino_pipeline.clustering.feature_processing.reducer.method,params_dino_pipeline.clustering.feature_processing.reducer.n_components,params_dino_pipeline.clustering.feature_processing.run_normalization,params_dino_pipeline.clustering.feature_processing.run_reduction,params_dino_pipeline.clustering.k_selection.method,params_extractors.clip.layer_name,params_extractors.clip.model_name,params_extractors.dino_v2.layer_name,params_extractors.dino_v2.model_name,params_extractors.resnet.layer_name,params_extractors.resnet.model_name,params_fusion_pipeline.clustering.k_selection.k_source,params_heuristic_settings.filter_params.filter_min_area_perc,params_heuristic_settings.filter_params.nms_iou_threshold,params_heuristic_settings.filter_params.use_nms,params_heuristic_settings.generator_params.min_mask_region_area,params_heuristic_settings.generator_params.points_per_side,params_heuristic_settings.generator_params.pred_iou_thresh,params_heuristic_settings.generator_params.stability_score_thresh,params_heuristic_settings.k_heuristic_formulas.max_k,params_heuristic_settings.k_heuristic_formulas.semantic_base,params_heuristic_settings.k_heuristic_formulas.semantic_scale_factor,params_heuristic_settings.k_heuristic_formulas.structural_multiplier,params_heuristic_settings.sam_model,params_labeler.aggregation_method,params_labeler.aggregation_top_k_perc,params_labeler.top_n_labels,params_resnet_pipeline.clustering.clusterer.method,params_resnet_pipeline.clustering.clusterer.n_neighbors,params_resnet_pipeline.clustering.feature_processing.normalizer.method,params_resnet_pipeline.clustering.feature_processing.reducer.method,params_resnet_pipeline.clustering.feature_processing.reducer.n_components,params_resnet_pipeline.clustering.feature_processing.run_normalization,params_resnet_pipeline.clustering.feature_processing.run_reduction,params_resnet_pipeline.clustering.k_selection.method,params_resnet_pipeline.image_preprocessing.blur_kernel_size,params_resnet_pipeline.image_preprocessing.clahe_clip_limit,params_resnet_pipeline.image_preprocessing.sobel_kernel_size,params_resnet_pipeline.image_preprocessing.use_clahe,params_resnet_pipeline.image_preprocessing.use_gaussian_blur,params_resnet_pipeline.image_preprocessing.use_grayscale,params_resnet_pipeline.image_preprocessing.use_sobel_edges,params_run_dino_pipeline,params_run_fusion_pipeline,params_run_resnet_pipeline,params_validator_settings.final_threshold,params_validator_settings.semantic_threshold,params_validator_settings.structural_threshold,params_validator_settings.weights.clip_confidence,params_validator_settings.weights.dino_iou,params_validator_settings.weights.resnet_iou,state,user_attrs_error,user_attrs_max_clip_confidence,user_attrs_num_correct_segments
174,0.0,graph,24,z-score,umap,34,True,True,silhouette,transformer.resblocks.9,ViT-B/32,blocks.4,dinov2_vitb14,layer1,resnet50,semantic,0.0015577851678682943,0.664769044585098,False,50,32,0.9121017764706917,0.9389338989281969,29,4,0.8165634288461558,1.9753124510574664,facebook/sam2-hiera-large,median,0.24020709893615677,5,kmeans,14,z-score,umap,34,True,False,heuristic,3.0,1.6045664358157976,3,True,True,True,True,False,True,False,0.7502459743395932,0.6521139620788627,0.442460338061509,0.8641272837582638,0.0712295752411898,0.9450094972229494,COMPLETE,,0.0,0.0
175,0.0,graph,28,z-score,umap,42,True,True,silhouette,transformer.resblocks.9,ViT-B/32,blocks.4,dinov2_vitb14,layer1,resnet50,semantic,0.006224230411816259,0.6921946428680638,False,50,32,0.9201406621360951,0.9063075479008655,30,4,0.7472989130526227,2.1509755469109897,facebook/sam2-hiera-large,median,0.2495454245259174,5,kmeans,13,z-score,umap,36,True,False,heuristic,7.0,1.7695355363604037,3,True,True,True,True,False,True,False,0.5786818542519467,0.4151377083026563,0.4946958510261901,0.7761793643419388,0.5507883643875652,0.05839694966381488,COMPLETE,,0.0,0.0
176,0.0,graph,13,root-norm,pca,62,True,False,heuristic,transformer.resblocks.9,ViT-B/32,blocks.11,dinov2_vitb14,layer4,resnet50,semantic,0.006719795707522684,0.6581791789723523,False,50,16,0.9043969393066277,0.9205208375948247,28,4,0.7762801941738613,2.0183528955320096,facebook/sam2-hiera-large,median,0.19703199991893033,5,kmeans,28,z-score,umap,35,True,True,heuristic,5.0,1.435497501525082,3,False,True,True,True,False,True,True,0.7415900043821313,0.6683606333842229,0.4566351076993337,0.8082635905740088,0.8970903966606962,0.14977782068325285,COMPLETE,,0.0,0.0
177,0.0,graph,39,z-score,svd,35,False,True,silhouette,transformer.resblocks.9,ViT-B/32,blocks.4,dinov2_vitb14,layer2,resnet50,semantic,0.006454103845163734,0.6212057114334513,True,100,32,0.9737146938943512,0.9228457980440272,22,4,0.7184062340026997,2.0741407197627977,facebook/sam2-hiera-large,mean,0.12566752301437162,5,graph,17,l2,svd,43,False,False,heuristic,,2.1624088455903734,3,True,False,True,True,False,False,False,0.7074180210912469,0.6587874321881211,0.7234822497512486,0.6356207062057028,0.9361892466149022,0.4786054852145724,COMPLETE,,0.0,0.0
178,0.0,graph,18,l2,umap,49,True,True,heuristic,transformer.resblocks.11,ViT-B/32,blocks.11,dinov2_vitb14,conv1,resnet50,structural,0.005857177351314077,0.679946673843242,False,200,32,0.8748517310873007,0.9424896432093437,29,3,0.8343463415423614,1.664095194288813,facebook/sam2-hiera-large,top_k_mean,0.31790606492513984,3,kmeans,12,root-norm,umap,52,True,False,silhouette,3.0,3.9701370072485758,3,True,True,False,False,True,True,False,0.6769218624142946,0.6466714002372645,0.48146161566678825,0.6164620712402299,0.4142047155519448,0.2833138743458935,COMPLETE,,0.0,0.0
179,0.0,kmeans,36,z-score,pca,23,False,False,silhouette,transformer.resblocks.9,ViT-B/32,blocks.4,dinov2_vitb14,layer1,resnet50,semantic,0.007328386984815986,0.7834715689553022,True,50,8,0.8871524570494125,0.9318600598005332,27,2,1.1621913198080254,2.5731724335545314,facebook/sam2-hiera-large,median,0.20732648483199884,5,graph,15,z-score,pca,62,False,True,heuristic,3.0,3.353284554969962,5,True,True,True,True,False,False,True,0.6062128406856396,0.5225604386127911,0.7150834437988918,0.18805307541454497,0.4704594210677711,0.10238937998822584,COMPLETE,,0.0,0.0
180,0.0,spectral,16,z-score,pca,52,True,True,heuristic,transformer.resblocks.9,ViT-B/32,blocks.7,dinov2_vitb14,layer3,resnet50,semantic,0.0070801274607001415,0.6011518734757997,False,50,16,0.944628211976143,0.9749427669745505,30,4,0.8057683919320018,2.812614729942398,facebook/sam2-hiera-large,top_k_mean,0.40712017489122837,3,spectral,18,root-norm,umap,56,True,False,heuristic,3.0,3.57518769006288,3,False,True,False,True,True,True,False,0.6341143148047752,0.6164954256598584,0.5865717898153626,0.06528564833979068,0.5763096133221641,0.5543570277064241,COMPLETE,,0.0,0.0
181,0.0,graph,12,root-norm,svd,58,False,True,silhouette,transformer.resblocks.10,ViT-B/32,blocks.11,dinov2_vitb14,layer2,resnet50,semantic,0.0054709264288749235,0.7938726538039882,True,50,8,0.8680449473618546,0.9404353429152085,23,4,1.0427376202958794,2.456806689559946,facebook/sam2-hiera-large,median,0.4272389249637478,5,kmeans,24,z-score,svd,49,False,False,silhouette,,4.052877804819395,3,True,False,True,False,False,False,False,0.6969605176685751,0.5432348362854623,0.7444409374846545,0.23551610695016592,0.34397089060972735,0.8560345959262419,COMPLETE,,0.0,0.0
182,0.0,spectral,15,l2,pca,56,True,True,silhouette,transformer.resblocks.11,ViT-B/32,blocks.11,dinov2_vitb14,conv1,resnet50,structural,0.004737129024161203,0.8094781275722116,False,200,8,0.8827358495331874,0.9164395432452546,28,4,0.547133528444854,2.779444781220243,facebook/sam2-hiera-large,top_k_mean,0.41600830831254565,5,graph,21,root-norm,umap,47,True,False,heuristic,,3.4734563021706113,5,False,False,False,False,True,False,False,0.6446733623433538,0.55503145041723,0.6151854960207185,0.6766216717900407,0.6876830295793119,0.3065220403766352,COMPLETE,,0.0,0.0
183,0.0,spectral,22,l2,pca,54,True,True,silhouette,transformer.resblocks.11,ViT-B/32,blocks.11,dinov2_vitb14,conv1,resnet50,structural,0.004009714514733643,0.8044279156933472,False,200,8,0.9498577715474827,0.9037770474169254,27,4,0.6826035082064947,2.8563570286042554,facebook/sam2-hiera-large,top_k_mean,0.23539317339488694,5,graph,19,root-norm,umap,48,True,False,heuristic,,3.913596036536177,5,False,False,False,False,True,False,False,0.6494265009861393,0.5372739813007859,0.5773843906395865,0.5789474874742316,0.7105701812611653,0.3505552043863572,COMPLETE,,0.0,0.0
184,0.0,spectral,11,l2,pca,31,True,True,silhouette,transformer.resblocks.11,ViT-B/32,blocks.11,dinov2_vitb14,conv1,resnet50,structural,0.004550144376091771,0.848596193885145,False,200,8,0.8557945426927642,0.9102433247601999,29,4,0.9477517292926984,1.9110206488173045,facebook/sam2-hiera-large,top_k_mean,0.4473312387399191,5,graph,20,root-norm,umap,21,True,False,heuristic,,1.8768184955186935,5,False,False,False,False,True,False,False,0.6595152913196431,0.5489748788955361,0.5964366211446888,0.649269290879106,0.6256203373788001,0.3264764535082261,COMPLETE,,0.0,0.0
185,0.0,spectral,20,l2,pca,60,True,True,silhouette,transformer.resblocks.11,ViT-B/32,blocks.11,dinov2_vitb14,conv1,resnet50,structural,0.00608162013854466,0.7976024579282812,False,200,8,0.8582398172417026,0.9178274475027526,29,4,0.65892953429781,2.6575244668863367,facebook/sam2-hiera-large,top_k_mean,0.2586508653454593,5,graph,39,root-norm,umap,46,True,False,heuristic,,3.7816984125033923,5,False,False,False,False,True,False,False,0.7577170050627884,0.6331986903007264,0.6225516437848748,0.03634387280733298,0.7581681153491209,0.2883212074001325,COMPLETE,,0.0,0.0
186,-1.0,graph,34,l2,pca,63,True,False,heuristic,transformer.resblocks.11,ViT-B/32,blocks.4,dinov2_vitb14,layer4,resnet50,structural,0.004974362100696185,0.6534752190348682,False,200,32,0.8529952643747897,0.9660851411802488,15,4,0.6891587217682225,2.7175360227528147,facebook/sam2-hiera-large,mean,0.4948192150168869,5,graph,16,l2,pca,50,True,True,heuristic,7.0,4.9475868475877025,5,False,True,False,True,True,True,True,0.691046188853462,0.48975237580171815,0.6116801704998548,0.6181474311069074,0.2885410962270133,0.3869152320633788,COMPLETE,"ValueError: n_components=50 must be between 0 and min(n_samples, n_features)=49 with svd_solver='full'",0.0,0.0
187,0.0,spectral,27,z-score,svd,53,False,True,silhouette,transformer.resblocks.9,ViT-B/32,blocks.11,dinov2_vitb14,layer1,resnet50,semantic,0.0034910930231880333,0.7240575972248471,True,100,8,0.8039107253242064,0.9570209977437091,28,2,0.7057461357197881,2.886530816598654,facebook/sam2-hiera-large,top_k_mean,0.1382730462935367,3,graph,19,root-norm,umap,32,True,False,heuristic,,2.5246611280744675,3,True,False,False,False,False,False,False,0.6670819300155759,0.5266928617284657,0.6020130742667931,0.7062162948780293,0.5170962736076394,0.6699927246689327,COMPLETE,,0.0,0.0
188,0.0,kmeans,21,z-score,pca,59,True,False,heuristic,transformer.resblocks.10,ViT-B/32,blocks.7,dinov2_vitb14,conv1,resnet50,structural,0.009626160519499154,0.6374789495163377,False,50,32,0.863103272343313,0.9528451172924838,18,3,0.8723870384812049,2.9136215425740835,facebook/sam2-hiera-large,median,0.4620012372582433,5,kmeans,17,z-score,svd,55,False,False,silhouette,5.0,1.5166028912445368,3,True,True,True,True,True,False,False,0.6154582227067038,0.697088251071292,0.42571125695771683,0.15117576273751449,0.6579649474549593,0.9718530623922632,COMPLETE,,0.0,0.0
189,0.0,graph,40,z-score,umap,57,False,True,silhouette,transformer.resblocks.9,ViT-B/32,blocks.4,dinov2_vitb14,layer1,resnet50,semantic,0.009414508735255548,0.7663155113019012,True,50,8,0.9788545595912745,0.9135009736292623,20,4,0.8539053104790146,2.3755419398729107,facebook/sam2-hiera-large,top_k_mean,0.4418157141545295,5,spectral,22,root-norm,pca,44,True,True,heuristic,3.0,1.2810390638347349,5,True,True,False,True,True,True,True,0.6551895469758182,0.6408807783394411,0.6323793834710282,0.6858953108849539,0.7237716120061972,0.7026432703855193,COMPLETE,,0.0,0.0
190,0.0,graph,38,l2,pca,51,True,True,heuristic,transformer.resblocks.11,ViT-B/32,blocks.11,dinov2_vitb14,layer2,resnet50,semantic,0.00849823898838188,0.8304793252599644,False,200,16,0.8454719912677618,0.9500517971142758,25,4,0.6712458991253236,2.3017256593313005,facebook/sam2-hiera-large,median,0.2938098313139177,3,graph,40,z-score,umap,48,False,False,heuristic,,4.37574150395317,3,False,False,True,True,False,False,False,0.7141276602217239,0.5641816499420816,0.645674221859064,0.6052288482441757,0.3683468961383049,0.1938627416555958,COMPLETE,,0.0,0.0
191,0.0,spectral,30,root-norm,svd,21,False,False,silhouette,transformer.resblocks.9,ViT-B/32,blocks.4,dinov2_vitb14,conv1,resnet50,structural,0.0016676545666361024,0.8219268422557869,False,100,32,0.9708622150910748,0.9338360104706986,30,3,0.578356062484874,1.6362859364134454,facebook/sam2-hiera-large,mean,0.4837034326793908,5,kmeans,13,l2,umap,31,True,True,silhouette,3.0,2.913219363898581,3,True,True,False,False,True,True,False,0.5948384953326942,0.5172233116707147,0.5505360671363774,0.2760183808832654,0.3196657083003047,0.0229458122472346,COMPLETE,,0.0,0.0
192,0.0,kmeans,31,root-norm,pca,47,False,True,heuristic,transformer.resblocks.10,ViT-B/32,blocks.7,dinov2_vitb14,layer3,resnet50,semantic,0.00308181089083127,0.7287919555788362,True,100,16,0.8089666137142374,0.9017377453552369,22,4,0.9080002948221848,1.5446218024130582,facebook/sam2-hiera-large,mean,0.1773859169407148,5,spectral,10,l2,pca,25,False,False,heuristic,7.0,3.082152888842652,3,True,True,True,True,False,True,False,0.6017665889421789,0.44793629445611965,0.6831968460824001,0.29902836289344104,0.20702097676585532,0.45136497795191305,COMPLETE,,0.0,0.0
193,0.0,kmeans,31,root-norm,pca,48,False,True,heuristic,transformer.resblocks.10,ViT-B/32,blocks.7,dinov2_vitb14,layer3,resnet50,semantic,0.0027177415964905875,0.6691402780664972,True,100,16,0.9568902043651063,0.9004209439998877,18,4,0.9244953314671226,1.5949077382954475,facebook/sam2-hiera-large,mean,0.1487968912946578,5,spectral,11,l2,pca,28,False,False,heuristic,7.0,2.4020049704108892,3,True,True,True,True,False,True,False,0.6258164594514404,0.43202373362247504,0.6884936635132435,0.3400224884404896,0.18522222262705915,0.49307852383467554,COMPLETE,,0.0,0.0
194,0.0,kmeans,30,root-norm,pca,45,False,True,heuristic,transformer.resblocks.10,ViT-B/32,blocks.7,dinov2_vitb14,layer3,resnet50,semantic,0.003879945881275388,0.7184652582665133,True,100,16,0.8157603017595078,0.9455608452645032,19,4,1.1780493726475036,1.6927395907813902,facebook/sam2-hiera-large,mean,0.18806409698777354,5,spectral,11,l2,pca,23,False,False,heuristic,7.0,2.6704822990046386,3,True,True,True,True,False,True,False,0.6117474938574784,0.4554745217040308,0.6615559593179732,0.36464054876830176,0.7884576013981448,0.42920135278626764,COMPLETE,,0.0,0.0
195,0.0,kmeans,32,root-norm,pca,50,False,True,heuristic,transformer.resblocks.10,ViT-B/32,blocks.7,dinov2_vitb14,layer3,resnet50,semantic,0.007462509583393636,0.7338387316494797,True,100,16,0.9221166229634589,0.977601228524631,17,4,0.9647572424756655,1.750532728028302,facebook/sam2-hiera-large,mean,0.16996595158318736,5,spectral,10,l2,pca,26,False,False,heuristic,7.0,2.5309002987229743,3,True,True,True,True,False,True,False,0.5858622000041072,0.4785937628677654,0.7096151853469083,0.4728358680274611,0.15355485825030124,0.3695288112066618,COMPLETE,,0.0,0.0
196,0.0,kmeans,32,z-score,pca,48,True,True,heuristic,transformer.resblocks.10,ViT-B/32,blocks.7,dinov2_vitb14,layer3,resnet50,semantic,0.0033415047686344663,0.7382620943950523,True,50,8,0.966846412858823,0.9155075828935968,21,2,0.6454942199549273,2.986960957821272,facebook/sam2-hiera-large,top_k_mean,0.16216160379675965,5,graph,27,root-norm,pca,29,False,False,heuristic,3.0,2.774873192025731,3,True,True,True,True,False,True,False,0.7385302357880126,0.423495161895281,0.6702423642595197,0.3257754826515913,0.23004508626230036,0.39779377520549736,COMPLETE,,0.0,0.0
197,0.0,graph,33,z-score,pca,55,False,True,silhouette,transformer.resblocks.9,ViT-B/32,blocks.11,dinov2_vitb14,layer4,resnet50,semantic,0.0036802983089048477,0.7469421566949098,True,50,16,0.8346682659689681,0.9036985330976143,27,4,0.7863667136051442,2.173448321277232,facebook/sam2-hiera-large,median,0.1539915400162599,3,spectral,12,z-score,svd,42,False,False,heuristic,7.0,2.307637489374211,5,True,True,False,True,False,False,True,0.6195712019840287,0.6753664988682925,0.6964672718059106,0.42836941420593,0.27138585336717813,0.24452052799766247,COMPLETE,,0.0,0.0
198,0.0,graph,24,root-norm,svd,33,True,False,heuristic,transformer.resblocks.9,ViT-B/32,blocks.4,dinov2_vitb14,layer1,resnet50,semantic,0.004216407403571823,0.6148950991256529,False,100,32,0.8012842475415661,0.9014888754098191,16,4,0.5652810169115773,1.7203901917739026,facebook/sam2-hiera-large,mean,0.46766754850163983,5,kmeans,22,l2,pca,19,True,True,silhouette,,1.406278372507915,3,False,False,True,True,True,True,False,0.5610186810300957,0.50503762207616,0.5262881314365676,0.66201743772026,0.9993737741875011,0.4090084767726277,COMPLETE,,0.0,0.0
199,0.0,graph,26,l2,umap,29,False,True,silhouette,transformer.resblocks.11,ViT-B/32,blocks.11,dinov2_vitb14,conv1,resnet50,structural,0.005161062219996115,0.7148538742541998,True,50,8,0.8995695750001321,0.9358272900072643,30,2,0.6300093810398577,2.604861474420056,facebook/sam2-hiera-large,top_k_mean,0.4226367678894647,3,graph,33,root-norm,umap,22,False,False,heuristic,5.0,3.2239266369371102,3,True,True,False,False,False,False,False,0.5526094954421703,0.44178354956353827,0.7387564167316392,0.40727308810979357,0.09657422646973107,0.4693409871116114,COMPLETE,,0.0,0.0
200,0.0,kmeans,39,z-score,pca,46,True,True,heuristic,transformer.resblocks.9,ViT-B/32,blocks.4,dinov2_vitb14,layer2,resnet50,semantic,0.002238717685931482,0.6086189471642574,False,200,32,0.9297983947334199,0.9239855934678416,17,4,0.5177155082806706,1.643352534857525,facebook/sam2-hiera-large,median,0.11462306676784567,5,kmeans,30,z-score,pca,17,True,False,heuristic,3.0,3.6493418212521513,5,True,True,True,True,True,True,True,0.6842746729109371,0.6634558015853225,0.4761035976469438,0.4680174099549526,0.8165469842404165,0.31997247492680303,COMPLETE,,0.0,0.0
201,0.0,spectral,34,z-score,pca,41,False,False,silhouette,transformer.resblocks.10,ViT-B/32,blocks.7,dinov2_vitb14,layer1,resnet50,semantic,0.0068431292906754445,0.8018173699544784,True,50,8,0.9104223705582422,0.9059545261237555,24,3,0.9920370496239787,1.5153093465338254,facebook/sam2-hiera-large,top_k_mean,0.28006677955179554,5,graph,38,root-norm,svd,24,False,True,heuristic,3.0,1.7137668464663223,3,False,True,False,True,False,False,False,0.5686524509356525,0.4951228418679836,0.5060117659978199,0.11638130842798138,0.9728812709198549,0.8119278055948039,COMPLETE,,0.0,0.0
202,0.0,graph,37,z-score,umap,49,False,True,heuristic,transformer.resblocks.9,ViT-B/32,blocks.11,dinov2_vitb14,layer4,resnet50,semantic,0.008010820935345596,0.7584703687481936,True,50,32,0.9348313361162497,0.9688347584175604,23,3,1.0841970580649747,2.5179285145338235,facebook/sam2-hiera-large,top_k_mean,0.2261397599786587,5,graph,25,root-norm,pca,60,True,False,heuristic,5.0,4.2505540736174545,3,True,True,False,True,False,False,False,0.6435011822624858,0.6264370755495087,0.6781795583971855,0.07906566029700962,0.40071140305839015,0.7380566785721971,COMPLETE,,0.0,0.0
203,0.0,graph,35,z-score,umap,40,False,True,heuristic,transformer.resblocks.9,ViT-B/32,blocks.11,dinov2_vitb14,layer4,resnet50,semantic,0.007734888428186973,0.7748858652009852,True,50,32,0.8056144074085819,0.9650660900340123,24,3,1.075382194890925,2.3883654998551838,facebook/sam2-hiera-large,top_k_mean,0.24585016908102092,5,graph,25,root-norm,pca,62,True,False,heuristic,5.0,4.509754291456311,3,True,True,False,True,False,False,False,0.6381494822195869,0.4095007199642835,0.4121817445132444,0.21394859569047026,0.43393988766591185,0.8291620333394442,COMPLETE,,0.0,0.0
204,0.0,graph,17,z-score,umap,39,False,True,heuristic,transformer.resblocks.9,ViT-B/32,blocks.11,dinov2_vitb14,layer4,resnet50,semantic,0.00830803901194425,0.6875045965703396,True,50,32,0.9383296198451581,0.9603973392149792,24,3,0.7321986148072894,2.4288952341667254,facebook/sam2-hiera-large,top_k_mean,0.2109680841961607,5,graph,37,root-norm,pca,58,True,False,heuristic,5.0,4.457815436438469,3,True,True,False,True,False,False,False,0.6515291361630295,0.6487116747786681,0.4059073426698041,0.1795528587620966,0.4595052265943854,0.8829725925499995,COMPLETE,,0.0,0.0
205,0.0,graph,36,z-score,umap,24,False,True,heuristic,transformer.resblocks.9,ViT-B/32,blocks.11,dinov2_vitb14,layer4,resnet50,semantic,0.00971505734213899,0.7426855999086317,True,50,32,0.9427730050051015,0.9716335479178042,26,3,0.8943732974433145,2.7337100192754167,facebook/sam2-hiera-large,top_k_mean,0.23580918470773882,5,graph,21,root-norm,pca,53,True,False,heuristic,5.0,3.863597340221501,3,True,True,False,True,False,False,False,0.6351674955656027,0.6551217333199344,0.4058319097056785,0.12781584766850107,0.5983278257245038,0.9077222477899198,COMPLETE,,0.0,0.0
206,0.0,graph,29,z-score,svd,37,False,True,heuristic,transformer.resblocks.9,ViT-B/32,blocks.11,dinov2_vitb14,conv1,resnet50,semantic,0.008860734993249535,0.7495985255203497,True,50,32,0.927064410773318,0.9796583517327844,28,3,1.1224883097455176,1.5705028634158684,facebook/sam2-hiera-large,median,0.3886191422116563,3,spectral,24,z-score,umap,61,True,False,silhouette,3.0,2.9367460633301983,3,True,True,True,True,True,False,False,0.6286002332997792,0.6677064999074669,0.5618208799213082,0.8737834353447735,0.5080539632568885,0.9552620410249809,COMPLETE,,0.0,0.0
207,0.0,graph,40,root-norm,umap,43,True,True,heuristic,transformer.resblocks.9,ViT-B/32,blocks.4,dinov2_vitb14,layer3,resnet50,structural,0.009213989229270051,0.754225230491426,False,100,16,0.9316724023166947,0.9625849556821165,25,4,1.166074209853761,2.206993357054687,facebook/sam2-hiera-large,top_k_mean,0.3596097151272054,5,kmeans,26,l2,pca,56,False,False,heuristic,,4.130031120833672,3,True,False,False,True,False,True,False,0.7014131073646597,0.6873455976912359,0.46472053083946996,0.9197462420405471,0.11545934780924573,0.5172227582232151,COMPLETE,,0.0,0.0
208,0.0,graph,37,z-score,pca,38,False,False,silhouette,transformer.resblocks.9,ViT-B/32,blocks.11,dinov2_vitb14,layer1,resnet50,semantic,0.005553073530499697,0.7228549827210496,True,50,8,0.8421949059820165,0.9679550223080915,24,2,1.0235367443087449,1.6787075321731133,facebook/sam2-hiera-large,mean,0.21822634405485847,5,graph,23,root-norm,umap,57,True,True,heuristic,7.0,4.581522717403356,3,True,True,True,False,True,False,True,0.5285586124416646,0.6396420223702148,0.45201059891777995,0.9500940919870737,0.36961289953327525,0.7681623329684909,COMPLETE,,0.0,0.0
209,0.0,kmeans,23,l2,pca,40,True,True,heuristic,transformer.resblocks.11,ViT-B/32,blocks.4,dinov2_vitb14,layer4,resnet50,semantic,0.0029007371270752132,0.8374445069228407,False,200,32,0.9170511632817702,0.9000002470679596,15,4,1.1485246946480918,2.635871495588239,facebook/sam2-hiera-large,median,0.1828940775075756,3,kmeans,32,z-score,svd,27,True,False,silhouette,5.0,4.635967557671539,5,True,True,False,True,False,True,False,0.5744547360495703,0.7317967177560091,0.4972888991718897,0.503635381325338,0.17073550172715898,0.7922001282954918,COMPLETE,,0.0,0.0
210,0.0,graph,35,z-score,svd,20,False,True,silhouette,transformer.resblocks.10,ViT-B/32,blocks.7,dinov2_vitb14,layer2,resnet50,semantic,0.008094914574614292,0.7016242880746738,True,50,8,0.9472896646777021,0.9373352418415589,20,4,1.189245259028315,2.685032450167383,facebook/sam2-hiera-large,top_k_mean,0.3479408843541316,5,graph,14,root-norm,pca,40,False,False,heuristic,,3.2941986431952426,3,False,False,True,True,True,False,False,0.6222889119013225,0.6816333230535019,0.7317998354713715,0.8447236207553557,0.8547427530157299,0.4402731329754457,COMPLETE,,0.0,0.0
211,0.0,spectral,14,z-score,pca,35,True,False,heuristic,transformer.resblocks.9,ViT-B/32,blocks.11,dinov2_vitb14,conv1,resnet50,structural,0.007216645748238177,0.8151996549433863,False,50,32,0.8499566766534669,0.9118080427446628,25,3,0.5323934883508994,2.953848458207973,facebook/sam2-hiera-large,median,0.19548509724473537,5,spectral,34,z-score,umap,59,True,True,heuristic,3.0,3.4287469257204783,3,True,True,False,False,False,True,True,0.6059313180883353,0.5121021885671728,0.4159596461004775,0.1653203935865165,0.44050824433409635,0.6276370182343197,COMPLETE,,0.0,0.0
212,0.0,kmeans,38,z-score,svd,17,True,False,heuristic,transformer.resblocks.11,ViT-B/32,blocks.4,dinov2_vitb14,layer4,resnet50,structural,0.008668607437364195,0.6452013509928142,True,100,32,0.8392625423594677,0.9142477600209217,20,2,0.6185091942461376,2.267518268210159,facebook/sam2-hiera-large,top_k_mean,0.27610737503676686,3,graph,31,l2,svd,55,True,False,silhouette,,1.2142597318047579,3,True,False,False,True,True,False,False,0.7300518450080513,0.41941545340530223,0.5687621778342159,0.31339723444008144,0.05009208928770039,0.08200307534210013,COMPLETE,,0.0,0.0
213,0.0,kmeans,19,z-score,svd,17,True,False,heuristic,transformer.resblocks.11,ViT-B/32,blocks.4,dinov2_vitb14,layer4,resnet50,structural,0.008917400223942747,0.6269389002714865,True,100,32,0.9395905823414202,0.9166088422794006,19,2,0.6024627833834,2.227824731906991,facebook/sam2-hiera-large,top_k_mean,0.2665005663222473,3,graph,30,l2,svd,54,True,False,silhouette,,1.0580935039566643,3,True,False,False,True,True,False,False,0.7191388050626757,0.7173760661429041,0.7305766815547123,0.2091843009832198,0.06646435715382347,0.6955583264814509,COMPLETE,,0.0,0.0
214,0.0,kmeans,39,z-score,svd,21,True,False,heuristic,transformer.resblocks.11,ViT-B/32,blocks.4,dinov2_vitb14,layer4,resnet50,structural,0.008414871550891847,0.6346223565333836,True,100,32,0.9518833953389129,0.9080741376594786,21,2,0.6578607469118993,2.3461456871606616,facebook/sam2-hiera-large,top_k_mean,0.28931087691246327,3,graph,28,l2,svd,51,True,False,silhouette,,3.128665281035048,3,True,False,False,True,True,False,False,0.6910962968798966,0.4022846628406319,0.7219560765443813,0.27169917340447225,0.01414760847207095,0.058963640222390375,COMPLETE,,0.0,0.0
215,0.0,kmeans,38,z-score,svd,42,True,False,heuristic,transformer.resblocks.11,ViT-B/32,blocks.4,dinov2_vitb14,layer4,resnet50,structural,0.008617892792138013,0.8052039063134733,True,100,32,0.823755680525188,0.9190668148134932,20,2,0.8637803172489606,2.4450993304585715,facebook/sam2-hiera-large,top_k_mean,0.43567433454890764,3,graph,13,l2,svd,34,True,False,silhouette,,1.3569981674672105,3,True,False,False,True,True,False,False,0.7026320626643578,0.4256924412158887,0.43678889588579767,0.2444456797791051,0.025800986504840126,0.21185343019557823,COMPLETE,,0.0,0.0
216,0.0,graph,12,root-norm,umap,51,True,True,silhouette,transformer.resblocks.11,ViT-B/32,blocks.4,dinov2_vitb14,layer1,resnet50,semantic,0.0090976176507164,0.6970156965333376,True,100,16,0.8485808588739323,0.9757402980491235,30,2,0.8427623796192506,2.495603959250409,facebook/sam2-hiera-large,top_k_mean,0.30303893912192165,3,kmeans,31,l2,svd,56,False,False,silhouette,,1.1425246196920558,5,True,False,False,True,True,False,False,0.5213494570123607,0.41185142192806656,0.7072079327176397,0.2849655837082237,0.5376755649160395,0.0433231067863285,COMPLETE,,0.0,0.0
