number,value,params_dino_pipeline.clustering.clusterer.method,params_dino_pipeline.clustering.clusterer.n_neighbors,params_dino_pipeline.clustering.feature_processing.normalizer.method,params_dino_pipeline.clustering.feature_processing.reducer.method,params_dino_pipeline.clustering.feature_processing.reducer.n_components,params_dino_pipeline.clustering.feature_processing.run_normalization,params_dino_pipeline.clustering.feature_processing.run_reduction,params_dino_pipeline.clustering.k_selection.method,params_extractors.clip.layer_name,params_extractors.clip.model_name,params_extractors.dino_v2.layer_name,params_extractors.dino_v2.model_name,params_extractors.resnet.layer_name,params_extractors.resnet.model_name,params_fusion_pipeline.clustering.k_selection.k_source,params_heuristic_settings.filter_params.filter_min_area_perc,params_heuristic_settings.filter_params.nms_iou_threshold,params_heuristic_settings.filter_params.use_nms,params_heuristic_settings.generator_params.min_mask_region_area,params_heuristic_settings.generator_params.points_per_side,params_heuristic_settings.generator_params.pred_iou_thresh,params_heuristic_settings.generator_params.stability_score_thresh,params_heuristic_settings.k_heuristic_formulas.max_k,params_heuristic_settings.k_heuristic_formulas.semantic_base,params_heuristic_settings.k_heuristic_formulas.semantic_scale_factor,params_heuristic_settings.k_heuristic_formulas.structural_multiplier,params_heuristic_settings.sam_model,params_labeler.aggregation_method,params_labeler.aggregation_top_k_perc,params_labeler.top_n_labels,params_resnet_pipeline.clustering.clusterer.method,params_resnet_pipeline.clustering.clusterer.n_neighbors,params_resnet_pipeline.clustering.feature_processing.normalizer.method,params_resnet_pipeline.clustering.feature_processing.reducer.method,params_resnet_pipeline.clustering.feature_processing.reducer.n_components,params_resnet_pipeline.clustering.feature_processing.run_normalization,params_resnet_pipeline.clustering.feature_processing.run_reduction,params_resnet_pipeline.clustering.k_selection.method,params_resnet_pipeline.image_preprocessing.blur_kernel_size,params_resnet_pipeline.image_preprocessing.clahe_clip_limit,params_resnet_pipeline.image_preprocessing.sobel_kernel_size,params_resnet_pipeline.image_preprocessing.use_clahe,params_resnet_pipeline.image_preprocessing.use_gaussian_blur,params_resnet_pipeline.image_preprocessing.use_grayscale,params_resnet_pipeline.image_preprocessing.use_sobel_edges,params_run_dino_pipeline,params_run_fusion_pipeline,params_run_resnet_pipeline,params_validator_settings.final_threshold,params_validator_settings.semantic_threshold,params_validator_settings.structural_threshold,params_validator_settings.weights.clip_confidence,params_validator_settings.weights.dino_iou,params_validator_settings.weights.resnet_iou,state,user_attrs_error,user_attrs_max_clip_confidence,user_attrs_num_correct_segments
0,0.0,graph,39,z-score,pca,47,True,True,silhouette,transformer.resblocks.9,ViT-B/32,blocks.4,dinov2_vitb14,layer1,resnet50,semantic,0.00965189251227782,0.7211948882504458,True,50,32,0.9705422851454376,0.9534677567084567,30,4,1.1931597740402946,1.6604266426424605,facebook/sam2-hiera-large,median,0.16885486245619796,5,kmeans,13,z-score,umap,56,False,False,heuristic,3.0,1.2722233970940726,3,True,True,False,True,False,True,False,0.6917303136995774,0.6446750073042813,0.6345017760042417,0.6733893744757191,0.3243564738461203,0.3478129985041102,COMPLETE,,0.0,0.0
1,0.0,graph,34,z-score,pca,51,False,True,heuristic,transformer.resblocks.9,ViT-B/32,blocks.11,dinov2_vitb14,conv1,resnet50,semantic,0.006739630994440293,0.8091840597995809,False,50,8,0.9152461461464191,0.9181090445044043,25,4,0.6704428913000139,2.668442729765109,facebook/sam2-hiera-large,top_k_mean,0.41389772644108336,5,graph,22,root-norm,pca,32,True,False,heuristic,3.0,3.591083017938024,3,True,True,True,True,True,False,False,0.6448861245070403,0.5358904994640266,0.45479241085808164,0.04297325707492161,0.9728233584240725,0.699223275612706,COMPLETE,,0.0,0.0
2,0.0,kmeans,38,z-score,svd,24,True,False,heuristic,transformer.resblocks.11,ViT-B/32,blocks.4,dinov2_vitb14,layer4,resnet50,structural,0.008901755999962967,0.6075700122605339,True,100,32,0.8436807727348774,0.9110317639071865,21,2,0.6730797492077601,2.2035019822235444,facebook/sam2-hiera-large,top_k_mean,0.2843190361622513,3,graph,32,l2,svd,55,True,False,silhouette,,1.3527676834738052,3,True,False,False,True,True,False,False,0.6994712514931745,0.4097322917316679,0.7351761719948096,0.2601133879436507,0.16911475095356765,0.051550481653297786,COMPLETE,,0.0,0.0
3,0.0,kmeans,22,root-norm,pca,44,True,True,silhouette,transformer.resblocks.9,ViT-B/32,blocks.4,dinov2_vitb14,layer2,resnet50,structural,0.005937725282699833,0.6850004546508357,True,100,32,0.8184436659383639,0.9763771371360126,16,4,0.7309146804215205,2.0168768331292286,facebook/sam2-hiera-large,top_k_mean,0.22489536886273576,3,kmeans,38,l2,umap,20,True,True,heuristic,7.0,4.440722568935243,5,False,True,False,True,False,True,True,0.5592425742013988,0.5650149045693057,0.46520587560551074,0.08622148807074059,0.9671843961073421,0.4893632597513027,COMPLETE,,0.0,0.0
4,0.0,spectral,12,l2,svd,22,False,False,heuristic,transformer.resblocks.10,ViT-B/32,blocks.7,dinov2_vitb14,layer1,resnet50,structural,0.004981591713746385,0.6943019171697421,True,50,8,0.9798309872185578,0.9621873171234773,22,4,0.9818189907299686,1.819019831470662,facebook/sam2-hiera-large,median,0.4859453918919726,5,graph,12,z-score,svd,50,True,True,silhouette,5.0,3.149534574938362,3,False,True,False,True,False,True,False,0.7938762308372775,0.546297626626087,0.43786462312038127,0.4654416638583653,0.5861769125391744,0.9746517439834685,COMPLETE,,0.0,0.0
5,0.0,kmeans,25,root-norm,svd,34,False,False,silhouette,transformer.resblocks.9,ViT-B/32,blocks.7,dinov2_vitb14,conv1,resnet50,structural,0.008379604922525586,0.6091285537997329,True,50,8,0.9221405373313436,0.9648561406665281,15,3,0.980533161400563,2.7484724721903184,facebook/sam2-hiera-large,mean,0.18978653178234445,3,graph,33,root-norm,umap,46,False,True,silhouette,,4.037006496567765,5,True,False,True,False,False,True,False,0.6374942003482519,0.6330639355686438,0.5865400454441813,0.42136363894450635,0.8841864575465516,0.891016638860494,COMPLETE,,0.0,0.0
6,0.0,graph,36,l2,pca,34,False,False,silhouette,transformer.resblocks.10,ViT-B/32,blocks.4,dinov2_vitb14,layer1,resnet50,semantic,0.0024696097376258022,0.6953700823261225,False,50,8,0.9098008391013002,0.9008429020115575,27,4,1.1531392108301464,1.668395863498054,facebook/sam2-hiera-large,mean,0.38645697259601786,3,graph,24,l2,svd,18,True,True,heuristic,3.0,2.4515581868525453,5,False,True,True,True,False,True,True,0.5688016818887354,0.6226071926856629,0.7238370441701096,0.5288939994809797,0.2661146527724527,0.7609651411501033,COMPLETE,,0.0,0.0
7,0.0,graph,12,l2,svd,22,True,False,heuristic,transformer.resblocks.9,ViT-B/32,blocks.11,dinov2_vitb14,layer2,resnet50,semantic,0.009503483320383931,0.8058193707838006,False,50,16,0.9309059272520924,0.9788485715896639,21,2,0.5570034914326352,1.539033030164684,facebook/sam2-hiera-large,median,0.4256345786982494,3,spectral,17,root-norm,umap,54,False,False,silhouette,5.0,3.8688977659638595,5,True,True,False,False,True,False,True,0.6912872594169333,0.42658888171075426,0.40928380036368717,0.22379723179865463,0.5074406494538217,0.9744916783322075,COMPLETE,,0.0,0.0
8,0.0,graph,40,z-score,umap,22,True,True,heuristic,transformer.resblocks.11,ViT-B/32,blocks.4,dinov2_vitb14,layer2,resnet50,semantic,0.0014512706661728607,0.7356631160408866,False,50,8,0.9334875416942826,0.9446744246903269,24,2,0.9174867494429539,2.657661985360653,facebook/sam2-hiera-large,top_k_mean,0.17082307843169947,3,kmeans,37,root-norm,svd,35,False,True,silhouette,,3.9974746636753857,3,True,False,False,True,True,False,True,0.548527729615938,0.5822147294460213,0.5466759678563194,0.9109116382094411,0.12335388039911022,0.36727900132011837,COMPLETE,,0.0,0.0
9,0.0,graph,22,z-score,svd,40,False,False,heuristic,transformer.resblocks.11,ViT-B/32,blocks.11,dinov2_vitb14,layer1,resnet50,semantic,0.009167358417751882,0.6527458793717149,True,50,8,0.9067042173144138,0.9153865967123719,26,2,1.019315112381399,2.2046581010593496,facebook/sam2-hiera-large,mean,0.2676528677521788,5,graph,22,z-score,pca,26,False,True,heuristic,7.0,1.5594275559682105,3,False,True,False,True,False,False,True,0.6798367040893499,0.633923945679108,0.5941758275360598,0.10184901514033406,0.6686489187768002,0.9718651320242027,COMPLETE,,0.0,0.0
10,0.0,spectral,29,z-score,umap,62,True,True,silhouette,transformer.resblocks.9,ViT-B/32,blocks.4,dinov2_vitb14,layer3,resnet50,semantic,0.003804842424887242,0.7577481302513704,True,200,32,0.972763132341145,0.9379758162879,30,3,1.1797114972901073,1.8826240795943463,facebook/sam2-hiera-large,median,0.11747712836454388,5,kmeans,10,z-score,umap,62,False,False,heuristic,,2.281451044762314,3,True,False,True,False,False,True,False,0.768362721030083,0.7438037484236375,0.6770767774490759,0.8320150078204218,0.3300148667002221,0.12751633874535426,COMPLETE,,0.0,0.0
11,0.0,graph,32,z-score,pca,55,False,True,silhouette,transformer.resblocks.9,ViT-B/32,blocks.11,dinov2_vitb14,conv1,resnet50,semantic,0.007095651076632467,0.8423767267825566,False,200,16,0.8807430995192788,0.9305005773941692,30,4,0.7418768408531948,2.9858771154625856,facebook/sam2-hiera-large,median,0.35900315868754895,5,spectral,18,z-score,pca,36,True,False,heuristic,3.0,3.0383038964507247,3,True,True,True,True,True,False,False,0.6177075733151373,0.4965225821432039,0.5012407218099402,0.7244918440435851,0.7549245323049547,0.6570574420316909,COMPLETE,,0.0,0.0
12,0.0,graph,33,z-score,pca,51,True,True,silhouette,transformer.resblocks.9,ViT-B/32,blocks.11,dinov2_vitb14,conv1,resnet50,semantic,0.007140716580918909,0.7811218765836465,False,50,32,0.954504120307287,0.9526436152540704,27,3,0.5297634301216514,2.4899383759601648,facebook/sam2-hiera-large,top_k_mean,0.34251551803102054,5,kmeans,17,root-norm,pca,30,True,False,heuristic,3.0,2.198423582565388,3,True,True,True,True,True,True,False,0.7411268249117103,0.6942379798774022,0.6435638084385202,0.6372745881904042,0.00022211573538388762,0.24980769017986038,COMPLETE,,0.0,0.0
13,0.0,graph,34,z-score,pca,50,False,True,heuristic,transformer.resblocks.9,ViT-B/32,blocks.11,dinov2_vitb14,layer3,resnet50,semantic,0.007361460803948635,0.8490933136210359,False,50,32,0.8715598823136568,0.9250618873569287,25,4,0.8475602903262759,2.6313152120565486,facebook/sam2-hiera-large,median,0.10219332079117925,5,kmeans,29,z-score,pca,41,False,False,heuristic,3.0,4.790439404711861,3,True,True,True,True,True,False,False,0.6101640872137241,0.490732455884756,0.5236713267967901,0.3196251542529292,0.3759830617745094,0.5749151520742088,COMPLETE,,0.0,0.0
14,0.0,graph,29,z-score,pca,64,True,True,heuristic,transformer.resblocks.9,ViT-B/32,blocks.7,dinov2_vitb14,layer4,resnet50,semantic,0.0053512954969641155,0.798866965838243,True,200,16,0.9522254445911851,0.947640231662814,19,3,0.6324821774987174,2.467292638631895,facebook/sam2-hiera-large,top_k_mean,0.4989284847423635,5,spectral,14,root-norm,umap,62,True,False,heuristic,3.0,1.0205439578574962,3,True,True,False,False,False,True,False,0.7376412087518456,0.6987730139489123,0.6715720536903441,0.6328736686200823,0.4377510764305176,0.41173068606185514,COMPLETE,,0.0,0.0
15,0.0,spectral,40,root-norm,pca,56,False,True,silhouette,transformer.resblocks.10,ViT-B/32,blocks.4,dinov2_vitb14,layer1,resnet50,semantic,0.007928037178766948,0.7342617850947931,False,100,8,0.84874653035153,0.9257384898332885,28,4,0.8293100231331404,2.9814186854604565,facebook/sam2-hiera-large,median,0.4115577695357432,5,graph,21,z-score,pca,43,False,False,heuristic,3.0,3.36227862512905,3,True,True,True,True,True,False,False,0.6694369532540528,0.5082523322341573,0.6264532513433323,0.016656233568653034,0.7971093769494351,0.7225147425270685,COMPLETE,,0.0,0.0
16,0.0,graph,29,z-score,pca,45,False,True,heuristic,transformer.resblocks.9,ViT-B/32,blocks.11,dinov2_vitb14,conv1,resnet50,semantic,0.00984121130126121,0.7633583174080616,True,50,32,0.9557633598488711,0.9578012267073037,24,3,1.0920811290355639,2.368090255699003,facebook/sam2-hiera-large,top_k_mean,0.322678521817215,5,kmeans,27,root-norm,pca,29,False,False,heuristic,3.0,2.55917539737567,3,True,True,False,True,True,False,False,0.5087212671545142,0.6035238222490424,0.557995226207577,0.9825708293793705,0.9974369498505344,0.26370322452391504,COMPLETE,,0.0,0.0
17,0.0,graph,37,z-score,umap,35,True,True,silhouette,transformer.resblocks.9,ViT-B/32,blocks.4,dinov2_vitb14,layer1,resnet50,semantic,0.006497435879629216,0.6548163641301223,False,50,32,0.8947159309207352,0.9365172362743368,29,4,0.777699129606108,2.0578808202461323,facebook/sam2-hiera-large,median,0.23749802099502387,5,kmeans,15,z-score,umap,36,True,False,heuristic,3.0,1.8402661017839856,3,True,True,True,True,False,True,False,0.7224392253551323,0.670583278217539,0.4824501717355407,0.8023074747869041,0.5419019390027346,0.5853075730081557,COMPLETE,,0.0,0.0
18,0.0,spectral,17,l2,pca,57,True,True,silhouette,transformer.resblocks.11,ViT-B/32,blocks.11,dinov2_vitb14,conv1,resnet50,structural,0.00436168045819303,0.8127865908809057,False,200,8,0.8575373028976128,0.9157145015619387,28,4,0.6661192249694619,2.8463281191135046,facebook/sam2-hiera-large,top_k_mean,0.4532726771377259,5,graph,20,root-norm,umap,48,True,False,heuristic,,3.583773297502941,5,False,False,False,False,True,False,False,0.6531104999681757,0.5331261705279257,0.6112531694892157,0.6099888680977196,0.6809125642843274,0.2942737039028065,COMPLETE,,0.0,0.0
19,0.0,kmeans,31,root-norm,pca,48,False,True,heuristic,transformer.resblocks.10,ViT-B/32,blocks.7,dinov2_vitb14,layer3,resnet50,semantic,0.0031251415823994955,0.7265829242209878,True,100,16,0.8053732933232179,0.9023155821925086,18,4,0.9094543411711726,1.6320202177148593,facebook/sam2-hiera-large,mean,0.15374300715811506,5,spectral,10,l2,pca,24,False,False,heuristic,7.0,2.8003416260836635,3,True,True,True,True,False,True,False,0.6063382145551831,0.45766783888893675,0.6884427024707452,0.3611133556491536,0.1946206767021687,0.4489943773525684,COMPLETE,,0.0,0.0
20,0.0,graph,36,z-score,umap,40,False,True,heuristic,transformer.resblocks.9,ViT-B/32,blocks.11,dinov2_vitb14,layer4,resnet50,semantic,0.00803686793077813,0.7570391673169821,True,50,32,0.9415208537748203,0.9688586861555634,24,3,1.0729885310362945,2.393741525069166,facebook/sam2-hiera-large,top_k_mean,0.21660286367710768,5,graph,25,root-norm,pca,58,True,False,heuristic,5.0,4.4474051335782745,3,True,True,False,True,False,False,False,0.6419402303184031,0.6643646921895694,0.40097905447542476,0.16445197995945515,0.42095086423055744,0.8255932318167303,COMPLETE,,0.0,0.0
21,0.0,kmeans,38,z-score,svd,17,True,False,heuristic,transformer.resblocks.11,ViT-B/32,blocks.4,dinov2_vitb14,layer4,resnet50,structural,0.008754534728634626,0.6325832501056091,True,100,32,0.8360924887897021,0.9142992748081981,20,2,0.6300013931255362,2.266007319174929,facebook/sam2-hiera-large,top_k_mean,0.27469477579241885,3,graph,30,l2,svd,54,True,False,silhouette,,1.2062763925514697,3,True,False,False,True,True,False,False,0.7040399921584041,0.41607454717205417,0.7122842542602419,0.2632450455376109,0.057691208250950254,0.023871150612388793,COMPLETE,,0.0,0.0
22,0.0,kmeans,40,z-score,svd,28,True,False,heuristic,transformer.resblocks.11,ViT-B/32,blocks.4,dinov2_vitb14,layer4,resnet50,structural,0.00993517995719766,0.6060623554167778,True,100,32,0.8674850429873999,0.911082994942339,22,3,0.6871694663617308,2.0758311307635995,facebook/sam2-hiera-large,top_k_mean,0.29234939048049763,3,graph,33,l2,svd,56,True,False,silhouette,,1.7182651676021587,3,True,False,False,True,True,False,False,0.6981668655417138,0.4494072233874008,0.738661302156474,0.005160359231817874,0.2405501792017789,0.002622190117586354,COMPLETE,,0.0,0.0
23,0.0,kmeans,35,z-score,svd,29,True,False,heuristic,transformer.resblocks.11,ViT-B/32,blocks.4,dinov2_vitb14,layer4,resnet50,structural,0.008929532493832253,0.6728469081020264,True,100,32,0.8314319205085658,0.9081592353478019,19,2,0.5635020150060995,1.8595096680512047,facebook/sam2-hiera-large,top_k_mean,0.37180163487085777,3,graph,34,l2,svd,51,True,False,silhouette,,1.4210073270069592,3,True,False,False,True,True,False,False,0.6653016969813209,0.4657335334029873,0.6466944815617921,0.18075862969551953,0.13094146801152318,0.14717408330478804,COMPLETE,,0.0,0.0
24,0.0,kmeans,38,z-score,pca,44,True,False,heuristic,transformer.resblocks.11,ViT-B/32,blocks.4,dinov2_vitb14,layer4,resnet50,structural,0.0062475242267194964,0.8227563791909909,True,100,32,0.8847841831871304,0.9223293160779695,23,3,0.802045714077477,2.1545471066759982,facebook/sam2-hiera-large,top_k_mean,0.32510032358317176,3,graph,26,l2,svd,59,True,False,silhouette,,1.9277795351085087,3,True,False,False,True,True,False,False,0.7197164425019915,0.40161120508435505,0.7441850998613062,0.5389295764951333,0.33446360407428916,0.168426547292872,COMPLETE,,0.0,0.0
25,0.0,kmeans,26,z-score,svd,37,True,True,heuristic,transformer.resblocks.11,ViT-B/32,blocks.4,dinov2_vitb14,conv1,resnet50,structural,0.00774694576798828,0.7138114915844596,True,100,8,0.9049468804878923,0.9311732744674189,26,4,0.5019201927264287,1.7569544998635582,facebook/sam2-hiera-large,median,0.14622805874774877,5,kmeans,29,l2,svd,64,True,False,silhouette,,1.3757464682812586,3,True,False,False,True,True,False,False,0.5930072588898635,0.5269423682829419,0.5292878804695476,0.3121644870648346,0.18434753479785598,0.5554757130860741,COMPLETE,,0.0,0.0
26,0.0,graph,33,z-score,pca,53,True,False,silhouette,transformer.resblocks.9,ViT-B/32,blocks.4,dinov2_vitb14,layer1,resnet50,structural,0.008678855708580081,0.7825120505167004,False,50,32,0.9676710851665115,0.9507025764638938,17,2,0.5937942594622025,1.5003480743442108,facebook/sam2-hiera-large,top_k_mean,0.25233405826521704,3,graph,40,z-score,umap,44,False,False,silhouette,,2.7960445839982886,5,False,False,True,False,True,True,True,0.7635008696393771,0.5879194175042487,0.69637913797324,0.10604531898050365,0.2893692990113211,0.6469715230863057,COMPLETE,,0.0,0.0
27,0.0,graph,38,z-score,pca,47,True,True,heuristic,transformer.resblocks.9,ViT-B/32,blocks.4,dinov2_vitb14,layer4,resnet50,semantic,0.0067180760483617034,0.6321857199692626,True,50,32,0.9199854746801261,0.9214370527919109,20,3,0.695197292504104,1.9474843313897363,facebook/sam2-hiera-large,top_k_mean,0.20433206556115172,5,graph,23,l2,pca,34,True,False,heuristic,3.0,2.081229630031231,3,True,True,False,True,True,False,False,0.6296891474977041,0.5611910936103145,0.6530636691406692,0.3879449485967623,0.4424908676046624,0.36467948423248947,COMPLETE,,0.0,0.0
28,,spectral,31,l2,umap,60,False,False,silhouette,transformer.resblocks.10,ViT-B/32,blocks.7,dinov2_vitb14,conv1,resnet50,structural,0.009300298418988438,0.8283448201484969,False,200,16,0.8484244381757214,0.9076596309646091,21,4,0.895139504994362,2.576224954341648,facebook/sam2-hiera-large,mean,0.3024223803699875,3,spectral,14,z-score,umap,39,False,False,silhouette,,1.144099515803861,3,True,False,True,True,False,True,False,0.6635614784374142,0.6603502830712733,0.4444556667470319,0.7245962565747216,0.6038147475058515,0.09901315120662035,FAIL,,,
29,0.0,spectral,35,l2,umap,61,False,False,silhouette,transformer.resblocks.10,ViT-B/32,blocks.7,dinov2_vitb14,layer1,resnet50,structural,0.009366849431902217,0.8333651503964468,False,200,16,0.8538777330373875,0.9042624049597142,21,4,0.8933854511162075,2.8203639187388885,facebook/sam2-hiera-large,mean,0.301306247976861,3,spectral,19,z-score,svd,38,False,False,silhouette,,1.024192986620513,3,True,False,True,True,False,True,False,0.6620511883066512,0.7495795541033929,0.5685900943512542,0.7396682624391145,0.6124740201546597,0.10729500782075538,COMPLETE,,0.0,0.0
30,0.0,kmeans,21,root-norm,svd,42,True,True,silhouette,transformer.resblocks.11,ViT-B/32,blocks.11,dinov2_vitb14,layer2,resnet50,structural,0.0058492958858839495,0.7111410974204178,True,100,8,0.8037242992008969,0.9715825748070633,23,4,0.7497728140532092,2.5950398645197943,facebook/sam2-hiera-large,median,0.46070570611031947,3,kmeans,15,root-norm,umap,21,True,True,heuristic,3.0,4.9871904146338055,5,False,True,False,True,False,True,True,0.7104918611228036,0.6584685136408706,0.45382145978566274,0.14847251126962324,0.932573962412473,0.47833762850274686,COMPLETE,,0.0,0.0
31,0.0,kmeans,40,root-norm,pca,28,True,True,heuristic,transformer.resblocks.9,ViT-B/32,blocks.4,dinov2_vitb14,conv1,resnet50,semantic,0.008548836719027952,0.6600746685516361,True,50,32,0.8251823176413686,0.9419109658777967,29,2,0.6288946248795686,1.9800270536794682,facebook/sam2-hiera-large,top_k_mean,0.40237377000450203,5,kmeans,36,l2,umap,52,True,False,heuristic,5.0,2.667710881354134,3,True,True,False,True,True,False,False,0.684671491581769,0.7170172043387797,0.6206293163822674,0.2642947983973114,0.09807167788326243,0.07201591604570297,COMPLETE,,0.0,0.0
32,0.0,kmeans,18,root-norm,pca,48,True,True,silhouette,transformer.resblocks.9,ViT-B/32,blocks.4,dinov2_vitb14,layer2,resnet50,structural,0.0046749171649529955,0.687522606251529,True,100,32,0.8163087139115406,0.9789960176597176,15,4,0.7227619605734059,2.2915565280739907,facebook/sam2-hiera-large,top_k_mean,0.2261854854123776,3,kmeans,38,l2,umap,31,True,True,heuristic,7.0,4.435977583508828,5,False,True,False,True,False,True,True,0.5256911027854343,0.5482497884054706,0.45200758925753526,0.048021101005210926,0.8634239457256453,0.5409472982840089,COMPLETE,,0.0,0.0
33,0.0,kmeans,24,root-norm,pca,45,True,True,silhouette,transformer.resblocks.9,ViT-B/32,blocks.4,dinov2_vitb14,layer2,resnet50,structural,0.005505257525895426,0.6955073326740967,True,100,32,0.8190607277600792,0.9591471187314863,17,4,0.7690285407529087,2.084691698517075,facebook/sam2-hiera-large,top_k_mean,0.1662888117822987,3,kmeans,32,l2,umap,19,True,True,heuristic,7.0,3.5479604132983265,5,False,True,False,True,False,True,True,0.5719592281628592,0.6045695494230255,0.4312291849521999,0.08323799615139685,0.9565408822124977,0.2193661250449848,COMPLETE,,0.0,0.0
34,0.0,kmeans,27,root-norm,pca,38,False,False,silhouette,transformer.resblocks.9,ViT-B/32,blocks.7,dinov2_vitb14,layer2,resnet50,structural,0.006062319417689642,0.6213799519639001,True,100,8,0.8396769313553186,0.9665927538885526,16,4,0.7076450546129094,1.676610807614752,facebook/sam2-hiera-large,top_k_mean,0.1878795160742632,3,kmeans,40,l2,umap,48,True,True,heuristic,7.0,4.421075514337885,5,False,True,False,True,False,True,True,0.7973548013433276,0.5661444617952209,0.4807933704986341,0.43944695012707163,0.8545745204379276,0.3448066531522,COMPLETE,,0.0,0.0
35,0.0,kmeans,19,l2,svd,52,True,True,silhouette,transformer.resblocks.10,ViT-B/32,blocks.4,dinov2_vitb14,layer1,resnet50,structural,0.00760295468857345,0.676393778213182,True,100,32,0.893766501687332,0.9745430572721807,21,4,0.9925044675705808,1.7753286358209548,facebook/sam2-hiera-large,mean,0.2412113389635339,3,graph,31,l2,umap,16,True,True,silhouette,7.0,3.256767663388504,5,False,True,False,False,False,True,True,0.5756233882057258,0.6165616399034776,0.48026367269612474,0.5026705448619133,0.8089944060134147,0.7649247355622322,COMPLETE,,0.0,0.0
36,0.0,graph,15,root-norm,pca,17,True,False,silhouette,transformer.resblocks.9,ViT-B/32,blocks.4,dinov2_vitb14,layer2,resnet50,structural,0.008204460568928712,0.7048033209315672,True,50,8,0.8451025402602538,0.961287203368152,15,4,0.5980259375368249,1.9843925320688074,facebook/sam2-hiera-large,median,0.19623611387062492,3,graph,36,root-norm,svd,23,True,True,heuristic,7.0,4.205471915924214,5,False,True,False,True,False,True,True,0.5429607039319408,0.6390248016991725,0.42991287854816423,0.21208377333736658,0.8971471453529747,0.6522205221118069,COMPLETE,,0.0,0.0
37,0.0,spectral,10,l2,svd,31,False,True,heuristic,transformer.resblocks.9,ViT-B/32,blocks.4,dinov2_vitb14,conv1,resnet50,structural,0.005104632220313111,0.7488577552569454,False,50,32,0.9229970764777661,0.9075242446920675,26,4,0.8026850447537925,2.143106451468015,facebook/sam2-hiera-large,top_k_mean,0.2648912931456903,3,kmeans,12,z-score,umap,27,False,True,silhouette,3.0,3.7213075815429044,5,False,True,True,True,False,True,True,0.741270781622484,0.520130210184107,0.5897842727876186,0.11208151842635843,0.18307174659244513,0.426123343517627,COMPLETE,,0.0,0.0
38,0.0,graph,31,z-score,pca,25,True,False,silhouette,transformer.resblocks.11,ViT-B/32,blocks.11,dinov2_vitb14,layer2,resnet50,semantic,0.009347400993099973,0.6421320957194611,True,100,8,0.863981616529689,0.9557459949230181,25,2,0.6758841003345242,1.5949654756208143,facebook/sam2-hiera-large,mean,0.138210154423557,3,graph,35,root-norm,svd,32,False,True,heuristic,,4.116284313945239,5,True,False,False,True,False,True,False,0.7650844243029136,0.4810562770439097,0.5063980879105696,0.5660444748884612,0.980836386817934,0.841403798693191,COMPLETE,,0.0,0.0
39,0.0,kmeans,24,root-norm,svd,43,False,True,heuristic,transformer.resblocks.9,ViT-B/32,blocks.7,dinov2_vitb14,layer1,resnet50,semantic,0.0018642556835989327,0.6006521133176259,False,50,16,0.9792646562476023,0.9175238845392041,17,3,1.1319909951037812,2.3581261186786273,facebook/sam2-hiera-large,median,0.18113832057484391,5,kmeans,38,l2,umap,40,True,True,silhouette,7.0,1.5691516626273543,3,False,True,True,False,True,False,True,0.5506118885507096,0.5868166509164232,0.4538017714569734,0.058006394583298086,0.715589340206888,0.5101714406273715,COMPLETE,,0.0,0.0
40,0.0,graph,37,z-score,umap,58,True,False,silhouette,transformer.resblocks.10,ViT-B/32,blocks.4,dinov2_vitb14,conv1,resnet50,semantic,0.0038476105560915114,0.7782370623934926,True,50,32,0.8130055549430035,0.9348616090156773,27,4,0.6593733067275839,1.7216317892667923,facebook/sam2-hiera-large,top_k_mean,0.2905367757902208,5,spectral,27,z-score,pca,48,False,False,heuristic,,3.9200573513889503,3,True,False,False,True,False,True,False,0.6831342621905668,0.548251754678098,0.7190257655403559,0.22805396551109186,0.6114598957204722,0.3140777283366947,COMPLETE,,0.0,0.0
41,0.0,graph,22,z-score,pca,54,False,True,heuristic,transformer.resblocks.9,ViT-B/32,blocks.11,dinov2_vitb14,layer3,resnet50,structural,0.006765292727733643,0.6739410682676529,False,200,8,0.9384516614732655,0.9636409521354873,19,3,0.8828409871757186,2.2044494233932497,facebook/sam2-hiera-large,median,0.443824807729935,3,kmeans,23,root-norm,svd,58,True,True,heuristic,3.0,4.6864947782564395,3,True,True,True,True,True,False,True,0.6263717548442913,0.43603038974717107,0.5327358522810137,0.6933653176475292,0.24530910718242596,0.1982552833207437,COMPLETE,,0.0,0.0
42,0.0,spectral,13,l2,svd,21,False,False,heuristic,transformer.resblocks.10,ViT-B/32,blocks.7,dinov2_vitb14,layer1,resnet50,structural,0.005055303270377462,0.7429034626183707,True,50,8,0.9638779307761264,0.9742826152133236,22,4,0.9532131711519818,1.8780461846039864,facebook/sam2-hiera-large,median,0.49197244035642307,5,graph,13,z-score,svd,52,True,True,silhouette,5.0,3.0387736169814614,3,False,True,False,True,False,True,False,0.7858400348224714,0.5464788899351001,0.4207336105732838,0.4566084393489631,0.5100407558824825,0.888580013883986,COMPLETE,,0.0,0.0
