number,value,params_dino_pipeline_clustering_clusterer_method,params_dino_pipeline_clustering_feature_processing_normalizer_method,params_dino_pipeline_clustering_k_selection_method,params_extractors_dino_v2_layer_name,params_extractors_resnet_layer_name,params_heuristic_settings_filter_params_filter_min_area_perc,params_heuristic_settings_generator_params_points_per_side,params_heuristic_settings_generator_params_pred_iou_thresh,params_heuristic_settings_generator_params_stability_score_thresh,params_heuristic_settings_k_heuristic_formulas_semantic_scale_factor,params_heuristic_settings_k_heuristic_formulas_structural_multiplier,params_resnet_pipeline_clustering_clusterer_method,params_resnet_pipeline_clustering_feature_processing_normalizer_method,params_resnet_pipeline_clustering_k_selection_method,params_resnet_pipeline_image_preprocessing_use_gaussian_blur,params_run_dino_pipeline,params_run_resnet_pipeline,params_validator_settings_semantic_threshold,params_validator_settings_structural_threshold,params_validator_settings_weights_clip_confidence,params_validator_settings_weights_dino_iou,params_validator_settings_weights_resnet_iou,state,user_attrs_avg_dino_iou,user_attrs_avg_resnet_iou,user_attrs_best_clip_confidence_any,user_attrs_best_dino_iou,user_attrs_best_resnet_iou,user_attrs_error,user_attrs_k_semantic_used,user_attrs_k_structural_used,user_attrs_max_clip_confidence,user_attrs_num_correct_segments,user_attrs_num_sam_masks,user_attrs_value
113,0.0,kmeans,l2,heuristic,blocks.11,layer1,0.006436588959200731,32,0.8843589203617527,0.9145865134057944,0.9700141030035246,2.4923605775888595,kmeans,root-norm,silhouette,False,False,True,0.5187439220275846,0.7185248268114423,0.7056693989638354,0.5788453643402083,0.12177555276583936,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
114,0.0,kmeans,l2,heuristic,blocks.11,layer1,0.004926153300519724,32,0.9271405069638315,0.9464579747325029,1.0470547796865166,2.848216611388658,kmeans,root-norm,silhouette,False,False,True,0.5040389094917576,0.5247567346855101,0.6461649511847011,0.04993040936738537,0.3786818013008903,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
115,0.0,kmeans,root-norm,heuristic,blocks.7,layer1,0.001876238163979551,16,0.8726618317125038,0.9011108751205383,1.0149341516521462,2.4014266560171786,kmeans,root-norm,heuristic,False,False,True,0.46636274555304114,0.6311491063206139,0.7866347125566371,0.7993005700427578,0.056771187057904994,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
164,0.0,kmeans,l2,heuristic,blocks.7,layer1,0.0013381466315268863,32,0.9354273372832806,0.9551172998734336,0.5342348529074802,2.58814797268058,kmeans,root-norm,silhouette,False,True,True,0.6177085511985051,0.7371660151503003,0.24814454701141805,0.8051890199113342,0.32653541477148773,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
165,0.0,graph,root-norm,heuristic,blocks.7,layer1,0.004425087834209546,32,0.8940306865807602,0.9133390318252702,0.5955097193831892,2.8806165693969312,kmeans,root-norm,silhouette,False,True,True,0.5556468636567479,0.7136741498437328,0.802335733009193,0.1403853968230959,0.3873761351668618,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
166,0.0,kmeans,l2,silhouette,blocks.11,layer3,0.008780232536776844,8,0.8841006413123829,0.9438084580754444,0.6382644389400254,2.790632500123788,kmeans,root-norm,silhouette,False,True,True,0.6592790123420782,0.5329066162060889,0.9063818434836823,0.6030896357044971,0.402283639536585,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
167,0.0,kmeans,root-norm,heuristic,blocks.7,layer1,0.005828010005890207,16,0.8816384575893725,0.9400797565997773,0.698944322664404,2.6598852113601157,graph,root-norm,heuristic,False,False,True,0.6670552030227829,0.6087615299714079,0.29267845801705533,0.7634958874689597,0.5478426389859387,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
168,0.0,graph,l2,heuristic,blocks.7,layer1,0.00860956649386182,32,0.9177161234174648,0.9737363376537581,0.7442750509676024,2.095972601777063,kmeans,l2,silhouette,True,True,False,0.6267526668590525,0.7238093340659392,0.19650588820634002,0.7157520193956942,0.3541852760190226,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
169,0.0,kmeans,l2,silhouette,blocks.11,layer2,0.008279699431767611,8,0.8864485523279574,0.9568012361622579,0.8503110795818742,2.030830027520964,graph,root-norm,silhouette,False,False,True,0.6955139813155696,0.5766677027183138,0.34194055871350626,0.5012364571273196,0.6816752291391587,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
170,0.0,kmeans,root-norm,heuristic,blocks.7,layer1,0.003228084595948488,32,0.8711467608233873,0.9489934044254486,1.0022385966277032,2.9337090751006207,kmeans,root-norm,heuristic,False,True,True,0.5037224933894082,0.49910657978618755,0.5398354795165323,0.3450732270163076,0.4377113518141565,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
171,0.0,kmeans,l2,heuristic,blocks.11,layer1,0.009725103926845148,8,0.9067378009158842,0.9016167172713926,1.0368696845581031,2.7292505846187103,graph,root-norm,silhouette,False,False,True,0.7330099195087777,0.5480486604831251,0.4577567010797991,0.2585693661615479,0.2959343127013454,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
156,0.0,kmeans,root-norm,heuristic,blocks.11,layer1,0.008503544199290424,32,0.9451818990092073,0.9477933068814157,0.8598554853947188,1.9421358797099162,graph,root-norm,silhouette,False,False,True,0.545907364988026,0.423345211388166,0.6523969452207937,0.059687704066254024,0.18845803585000426,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
157,0.0,kmeans,l2,silhouette,blocks.7,layer2,0.005173180833055183,8,0.9259635122826658,0.9424265168631245,0.7556545417906202,1.6212762442454285,kmeans,l2,silhouette,True,True,False,0.7430406941788037,0.44929773263459977,0.1611679524726804,0.999697613080237,0.1187470185649049,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
158,0.0,graph,root-norm,heuristic,blocks.11,layer1,0.0035580209469246436,16,0.9127950162364162,0.9621240443096696,0.9515744171584263,1.7799591408830595,graph,root-norm,heuristic,False,False,True,0.5132893743347134,0.4043090036101523,0.39905536458697205,0.39765743811570686,0.0025066756159492086,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
159,0.0,kmeans,l2,heuristic,blocks.7,layer1,0.009144621097390681,32,0.9513177929339647,0.9274445959817773,0.9027788724686265,1.6851811248978137,kmeans,root-norm,silhouette,False,True,True,0.7166406400412406,0.5181766489284308,0.4395623996708599,0.743839264273693,0.0958279198109952,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
160,0.0,kmeans,l2,heuristic,blocks.11,layer2,0.004930469902986812,8,0.8761501364521852,0.9455640141483935,0.7234862269755755,2.010623903940355,graph,l2,heuristic,True,False,False,0.4777698027463226,0.6221776394100764,0.271297342504831,0.9138377796248383,0.6556710856996439,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
161,0.0,kmeans,l2,heuristic,blocks.7,layer1,0.008128824764216978,32,0.8597825485523798,0.9294140465021307,0.6228678863718533,2.1833836794534505,kmeans,root-norm,silhouette,False,True,True,0.6096085108012869,0.7296622792886941,0.36228529935231374,0.7680988813167,0.43905695149597923,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
162,0.0,kmeans,l2,heuristic,blocks.7,layer1,0.0026414377707291714,32,0.8782145678965296,0.9515155766232117,0.5774181183709362,2.1219754899041114,kmeans,root-norm,silhouette,False,True,True,0.6773764781838427,0.7490342479919919,0.9389166608025743,0.17770563340870488,0.4889247298634113,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
163,0.0,kmeans,l2,heuristic,blocks.7,layer1,0.007902638345633413,32,0.8885901362051303,0.9333833399592664,0.6651580518732496,1.9016916970324156,kmeans,root-norm,silhouette,False,True,True,0.6467967533134228,0.7027935706341614,0.3149156377155804,0.03847355702487109,0.6199616020394153,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
148,0.0,kmeans,l2,heuristic,blocks.11,layer2,0.006261598080011073,8,0.8745639072682552,0.9028314515462238,1.0538237315974357,2.8339611045710185,graph,root-norm,heuristic,False,False,True,0.700165026681744,0.4074792651797937,0.11858390611138536,0.45872308050190347,0.7926301522898309,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
149,0.0,kmeans,l2,silhouette,blocks.7,layer1,0.00768306385423579,32,0.8541266232813401,0.9237656789399122,1.0206764881066057,2.903811660925647,kmeans,root-norm,silhouette,True,True,True,0.5815656614493808,0.6919999909073552,0.5698915464973382,2.977065273993256e-05,0.668143900877969,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
150,0.0,graph,root-norm,heuristic,blocks.11,layer1,0.008334430961023325,16,0.8839250755686088,0.9089996269023727,0.5606420970441944,2.217747629071128,graph,l2,silhouette,False,False,False,0.46860609574712225,0.6364604140183524,0.6147703868549871,0.963158029609527,0.8459836152415744,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
151,0.0,kmeans,l2,heuristic,blocks.11,layer1,0.005376392482716398,8,0.8731216152523599,0.9610032930215423,1.1829231676734342,1.8277400403392816,kmeans,root-norm,silhouette,False,False,True,0.7093412852248165,0.46079069836517034,0.7403755590417416,0.9374959105348445,0.5246826548435785,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
152,0.0,kmeans,l2,heuristic,blocks.11,layer1,0.0042070328661055235,8,0.9091586194299507,0.964390324751303,0.8829364138337497,1.7278188815021178,kmeans,root-norm,silhouette,False,False,True,0.7362413058941099,0.4357472952862031,0.7178492093758294,0.9870655582921277,0.574896073431211,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
153,0.0,kmeans,l2,heuristic,blocks.11,layer1,0.003978506838475923,8,0.8648604154245503,0.960116742231692,1.1984374161727567,1.5727253492259254,kmeans,root-norm,silhouette,False,False,True,0.7260476079305377,0.5903899524023524,0.6789554187522109,0.42952343897669193,0.044539967942902964,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
154,0.0,kmeans,l2,heuristic,blocks.11,layer1,0.005678597126390291,8,0.9751398411659742,0.9583449861737268,0.9106193145165604,1.858206092614492,kmeans,root-norm,silhouette,False,False,True,0.7181799450543846,0.4145466168041539,0.7758740280072502,0.8786028900675446,0.7026399056039234,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
155,0.0,kmeans,l2,heuristic,blocks.7,layer3,0.007344437580743405,8,0.8985144465709414,0.9000369609398545,0.9369967290340341,1.5433015910715697,kmeans,root-norm,heuristic,False,True,True,0.44876768896670927,0.6799421574175321,0.8490220512079595,0.5230878393964871,0.2195208958746215,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
140,0.0,graph,l2,heuristic,blocks.7,layer2,0.0037676714624389164,32,0.906250351011957,0.9207933439968257,0.8784175896324142,2.4377437833258386,kmeans,l2,silhouette,False,True,False,0.6017884223065734,0.6768193030717137,0.18604428486063357,0.22698648611501293,0.6065819253188554,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
141,0.0,kmeans,l2,silhouette,blocks.7,layer3,0.0065080239363129126,32,0.9042179087398988,0.9026243907072812,0.6784244973581219,2.5601283137737023,graph,root-norm,silhouette,False,True,True,0.5535871574325908,0.5658929682718603,0.5427737320299819,0.4867670923130318,0.9120708543031208,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
142,0.0,kmeans,l2,silhouette,blocks.7,layer3,0.0059767406076848845,32,0.8940166985522309,0.9305630217398074,1.1537605565197477,2.4753749630715522,graph,root-norm,silhouette,False,True,True,0.5916658702300124,0.4402905046326603,0.4834057461707605,0.3844388617094692,0.9624139354920964,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
143,0.0,kmeans,l2,silhouette,blocks.7,layer3,0.003444683614658184,32,0.8501961646147848,0.9010367454237483,1.126809222395547,2.627170937768373,graph,root-norm,silhouette,False,True,True,0.4569235809246307,0.5296205049273459,0.5930067213478492,0.5693753340229598,0.9266911901310908,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
144,0.0,kmeans,l2,silhouette,blocks.7,layer3,0.006721410751548043,32,0.8679153965784616,0.9756345413118722,0.7749488375616626,2.398663033529374,graph,root-norm,silhouette,False,True,True,0.5411274551220123,0.596990782307682,0.5172543806143873,0.4521818120171453,0.4659558928514932,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
145,0.0,kmeans,root-norm,heuristic,blocks.7,layer1,0.006405489565590104,8,0.9029083833125585,0.9115199928227538,0.9158467188772346,2.9656918193415347,graph,root-norm,silhouette,False,True,True,0.731579519850322,0.4279434742219139,0.41629256652474805,0.4153965860447055,0.8855085617986149,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
146,0.0,kmeans,l2,silhouette,blocks.11,layer3,0.006179748517106728,16,0.9309922079240618,0.938438313460126,1.0803176124263083,2.5203766926715763,graph,root-norm,heuristic,True,False,True,0.6266549412308281,0.4684934115884243,0.8413438131993248,0.7036427006357491,0.9617945791974398,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
147,0.0,graph,root-norm,heuristic,blocks.7,layer1,0.007012192826235446,32,0.9587254638498041,0.9059049193861686,1.1008385187316434,2.1542091848145226,kmeans,l2,silhouette,False,True,False,0.5658946173119322,0.4911303784596729,0.7750241865032392,0.791042912506676,0.7689433687489943,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
196,0.0,kmeans,l2,heuristic,blocks.11,layer2,0.009994694824074,32,0.8576101652072465,0.9170851587616536,0.7559752289278473,2.1977176399448175,graph,root-norm,silhouette,False,True,True,0.7242451541642995,0.43794819204585783,0.9992324448711642,0.778344687447575,0.7831275307480043,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
197,0.0,graph,l2,heuristic,blocks.7,layer1,0.00849471261117213,16,0.9557374037801611,0.9272227234148267,1.116493737694771,2.913091216767301,kmeans,l2,silhouette,True,False,False,0.5156317833604729,0.6873956662466805,0.4302658062252617,0.29961967225472763,0.8093120384256633,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
198,0.0,kmeans,root-norm,heuristic,blocks.7,layer1,0.005530404793040067,8,0.9050204070053209,0.912903977679404,1.1628195351046302,1.9433599168581275,graph,root-norm,heuristic,False,True,True,0.6860585648790368,0.640786457028679,0.9552047824669299,0.5735941556840716,0.7045014234994603,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
199,0.0,kmeans,l2,silhouette,blocks.11,layer2,0.006622272451307191,32,0.8745594382753883,0.9293786056021506,0.9317454631454883,1.8799718735065434,kmeans,root-norm,silhouette,False,False,True,0.7102540212003104,0.4052303161080911,0.9083401586750696,0.02561560937764203,0.954281233924965,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
200,0.0,kmeans,l2,heuristic,blocks.7,layer1,0.006178009017995058,8,0.9633084265849173,0.9766072851498321,0.8991619290586998,2.1627429836456824,graph,l2,silhouette,False,True,False,0.5098964845600233,0.5701939869870192,0.3574862853656401,0.6505690991590352,0.3132510716390279,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
201,0.0,kmeans,l2,heuristic,blocks.7,layer1,0.005819650346152276,32,0.8537603586335076,0.9707549089440373,0.5214686778494875,2.1200521386313094,graph,root-norm,silhouette,False,False,True,0.44516342949026944,0.5295065469603304,0.5128950871695951,0.20875982400489557,0.10311902489859201,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
202,0.0,kmeans,l2,heuristic,blocks.7,layer1,0.0071349593122205695,32,0.9324329570651126,0.9688264222520169,0.6124234280433065,2.376907509727499,graph,root-norm,silhouette,False,False,True,0.7497357483834771,0.5157322403890092,0.5508351232082486,0.24602823723760875,0.0553950974374,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
203,0.0,kmeans,l2,heuristic,blocks.7,layer1,0.007420603953078489,32,0.8626954412354829,0.9431334818773732,0.5441968853694249,2.0107947629378047,graph,root-norm,silhouette,False,False,True,0.45190304626324707,0.4570639338156225,0.4859235027588624,0.18054898519069681,0.08494514931298858,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
188,0.0,kmeans,root-norm,heuristic,blocks.7,layer1,0.0028946436725261274,16,0.876332415165965,0.9248395133393186,0.780081328606279,2.5095565044825374,graph,root-norm,silhouette,False,True,True,0.4379077704462296,0.5905010818778476,0.7454978194197711,0.019220352895000355,0.27647334796488776,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
189,0.0,graph,l2,heuristic,blocks.11,layer1,0.008011760624955521,8,0.8702748619478885,0.9594403307842149,0.7411065654410198,2.3573282200132413,kmeans,l2,silhouette,True,False,False,0.6390775445633694,0.6211999623564867,0.7693847211589873,0.28026250480081233,0.5669134601311863,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
190,0.0,kmeans,l2,silhouette,blocks.7,layer3,0.00929785319150378,32,0.9423225491011107,0.9202625079588707,0.6909263794344882,2.0630697832498495,graph,root-norm,silhouette,False,True,True,0.471622109728082,0.5812682582909037,0.6852250086639513,0.534291072858572,0.757549641159945,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
191,0.0,kmeans,l2,heuristic,blocks.11,layer2,0.004861667888818379,16,0.8887798392717566,0.9183887281865807,0.6553743663959907,2.3214191797670525,kmeans,root-norm,silhouette,False,False,True,0.40868395489512954,0.41049937511106654,0.4720415372501894,0.43691702162585927,0.83050879945323,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
192,0.0,kmeans,l2,heuristic,blocks.11,layer1,0.004474818211630284,16,0.8930736753990611,0.9374784545473724,0.6302797971593077,2.287756447466298,kmeans,root-norm,silhouette,False,False,True,0.4218344835169649,0.4266494515851838,0.9268400615016088,0.3774457926939906,0.9183645337180516,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
193,0.0,kmeans,l2,heuristic,blocks.11,layer2,0.00409549483662171,16,0.8825085315427837,0.915006428386069,0.7078646200645464,2.428176469117082,kmeans,root-norm,silhouette,False,False,True,0.4006722968902544,0.4155044322358967,0.8930773909494265,0.4006571252061889,0.7249718759052975,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
194,0.0,kmeans,l2,heuristic,blocks.11,layer2,0.0038193907779977545,16,0.8791862078338218,0.9621618087578471,0.5840032312379501,2.4565751426312077,kmeans,root-norm,silhouette,False,False,True,0.4005261009294342,0.4821441829904798,0.831216689508805,0.3380290089192806,0.8953485799020272,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
195,0.0,kmeans,root-norm,heuristic,blocks.11,layer2,0.005240974429707391,8,0.8859745142887031,0.9232278152364902,0.6010088271012533,2.5006261630770275,kmeans,root-norm,heuristic,False,False,True,0.4186691818415681,0.6470894496952511,0.39075865729574577,0.3667370507871609,0.3668236709608475,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
180,0.0,graph,l2,heuristic,blocks.11,layer1,0.007684747745063976,8,0.8804728853108597,0.9784628908433054,0.5557910327960873,2.956967680128977,graph,root-norm,heuristic,False,True,True,0.5219056729207673,0.44469678359285963,0.7064449971019411,0.47698480856302733,0.07133643407442168,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
181,0.0,graph,l2,silhouette,blocks.7,layer3,0.006611649928626754,32,0.8735844725531663,0.9417085366805552,0.8305174447790727,2.4790222650933176,graph,l2,silhouette,True,True,False,0.493021072257574,0.6012795614783285,0.6035279460238318,0.613611320355737,0.7106213069902698,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
182,0.0,graph,l2,silhouette,blocks.7,layer3,0.006109783383048781,32,0.869679022363565,0.9359560915785202,0.8751514571616101,2.443221994676835,graph,l2,silhouette,True,True,False,0.5022711978292711,0.6612773780386138,0.9741450504357504,0.7411970777474081,0.5047599807384556,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
183,0.0,graph,l2,silhouette,blocks.7,layer3,0.005961963840940267,32,0.9662657707761614,0.9348974643848414,0.8587012106354628,2.55916888680511,graph,l2,silhouette,True,True,False,0.6531581609826409,0.6127749018499702,0.5848814376129289,0.5553545872391563,0.6509390346804969,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
184,0.0,graph,l2,silhouette,blocks.7,layer3,0.006847204813444571,32,0.9289015393691672,0.9400815812356922,0.7290114652875735,1.5085635034948026,graph,l2,silhouette,True,True,False,0.5308140934424214,0.5752802768396652,0.6428083269908269,0.5921004182277925,0.5942716934613496,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
185,0.0,kmeans,l2,silhouette,blocks.7,layer1,0.006307687990392897,32,0.8904987763200737,0.9643052224057552,0.7991346526904438,2.826263267971411,kmeans,l2,silhouette,True,False,False,0.5947680974386782,0.6317390349876375,0.8179815438663898,0.670232422814429,0.6817488203269637,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
186,0.0,graph,root-norm,heuristic,blocks.7,layer3,0.003040586040204169,32,0.8631383334053717,0.9389230593490333,0.7187443833841635,2.595911990339613,graph,root-norm,silhouette,False,True,True,0.45950410189385066,0.4002650325085456,0.5269660272004002,0.6303635056532512,0.6323228420630465,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
187,0.0,kmeans,l2,silhouette,blocks.11,layer2,0.004655045625864188,8,0.8655121170711771,0.9094378891488303,0.8140836211326584,2.3980815855219135,kmeans,root-norm,heuristic,False,False,True,0.48325693525950125,0.43304203783464684,0.8712040197655515,0.4118772589784414,0.4659122209491963,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
172,0.0,kmeans,l2,heuristic,blocks.11,layer1,0.0019431774626121002,8,0.9026366235367402,0.9034812690768094,0.9599616566129109,2.696689847593424,graph,root-norm,silhouette,False,False,True,0.7443263061966442,0.552668709796539,0.4921218147197683,0.31904724164720416,0.99620064940346,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
173,0.0,kmeans,l2,heuristic,blocks.11,layer1,0.0054945784677931505,8,0.8999815761137554,0.9050002831878369,0.9770638803158435,2.853527371688116,graph,root-norm,silhouette,False,False,True,0.7375567812911625,0.543912736668577,0.41633585190642663,0.37092389709184226,0.22882142121248486,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
174,0.0,kmeans,l2,heuristic,blocks.11,layer3,0.009456540460581865,8,0.9203669450944694,0.9073181345095856,0.9965639354545768,2.801490670061934,graph,root-norm,silhouette,False,False,True,0.7272539299887041,0.5647630526570802,0.09653916891067621,0.1092925646780239,0.2552152554076893,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
175,0.0,kmeans,l2,heuristic,blocks.11,layer1,0.00751478612492529,8,0.9092926565571041,0.901662842903622,0.7672734530280352,2.7635070574293246,graph,l2,silhouette,True,False,False,0.42891496598877477,0.5364584817716279,0.06394406860589184,0.23601143850561618,0.16747530416972634,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
176,0.0,graph,root-norm,heuristic,blocks.11,layer1,0.009761709251476233,16,0.8557518014867178,0.9318164078236276,0.9241597572157785,2.250558676809973,graph,root-norm,silhouette,False,False,True,0.4887443953653843,0.5088296519045241,0.38065101311469307,0.8409391784980962,0.7413820721323795,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
177,0.0,kmeans,l2,silhouette,blocks.7,layer1,0.009020618768953177,8,0.9151238970752996,0.9669500678020694,1.1406735321423322,2.5424068283878904,kmeans,root-norm,heuristic,False,True,True,0.7470149706259883,0.522663119130646,0.6316908738657351,0.07291871502032916,0.13874685130938078,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
178,0.0,kmeans,l2,heuristic,blocks.11,layer2,0.007231531189555646,32,0.8971118706620285,0.9001062537722694,0.888663275058116,1.9878814008312808,graph,root-norm,silhouette,False,True,True,0.5749216646357671,0.45529897751492565,0.5571481490836139,0.19925282641181352,0.20018437764216326,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
179,0.0,kmeans,root-norm,heuristic,blocks.7,layer3,0.009969094099082181,16,0.8675020168399111,0.9159109728672093,1.0143174876176058,2.8852873516530195,kmeans,l2,silhouette,True,False,False,0.4133066834174885,0.4720432552374496,0.13237169557155573,0.9620976727673998,0.86947238860239,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
228,0.0,kmeans,l2,heuristic,blocks.11,layer1,0.004604672545437337,32,0.8986032676894539,0.9412192644622718,0.7442388261012638,1.9108915470325853,graph,l2,heuristic,True,False,False,0.7223735810657436,0.5390591579163355,0.11249808380219026,0.11093459842255535,0.21297205530465552,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
229,0.0,graph,root-norm,heuristic,blocks.7,layer1,0.003834714065087757,16,0.8651370627839247,0.9249755472184567,0.716481117705387,2.27275875135343,kmeans,root-norm,silhouette,False,True,True,0.6237667318510027,0.5070832851346985,0.6885417630466854,0.9546880554570637,0.9745137967908905,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
230,0.0,kmeans,l2,silhouette,blocks.11,layer1,0.002159543136850451,8,0.88137511846889,0.9595159245303571,0.8245281344178734,2.8374228125004164,graph,root-norm,silhouette,False,False,True,0.41893180243034445,0.5197350893500209,0.632506867680257,0.9786949863763786,0.30122139173220763,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
231,0.0,kmeans,root-norm,heuristic,blocks.11,layer1,0.00332160326481308,8,0.8854719251671569,0.9609492087967655,0.9164120872825458,2.7537932088976764,graph,root-norm,heuristic,False,True,True,0.4885652395312144,0.555518884436299,0.8582839855009049,0.46899822287827164,0.15336232896425708,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
232,0.0,kmeans,root-norm,heuristic,blocks.11,layer1,0.00675503412722509,8,0.8758263294285741,0.9563941520619755,0.9007691498155965,2.65582100040736,graph,root-norm,heuristic,False,True,True,0.4811293627642136,0.5457062931622451,0.8872429870348278,0.48862845384195963,0.8685130531237917,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
